Gene	GM23913_day0_htseq_counts	GM23913_day14_htseq_counts	GM23913_day21_htseq_counts	GM23913_day35_htseq_counts	GM23913_day60_htseq_counts	GM25256_day0_htseq_counts	GM25256_day14_htseq_counts	GM25256_day21_htseq_counts	GM25256_day35_htseq_counts	GM25256_day60_htseq_counts	NCRM_day0_htseq_counts	NCRM_day14_htseq_counts	NCRM_day21_htseq_counts	NCRM_day35_htseq_counts	NCRM_day60_htseq_counts
UROS	5450	1094	1675	1440	1898	7317	8304	8624	3259	8533	5496	2086	1485	1205	1535
USB1	9215	2030	2422	2707	2313	7823	10489	6314	4936	5904	8804	3714	3335	4060	2891
USE1	1055	443	817	1001	1001	1228	2296	2478	2206	4396	959	599	709	943	625
USF1	6546	2003	3090	3256	3557	5217	8893	8462	5374	13763	5957	3195	3316	4314	2681
USF2	9197	3599	4954	5889	5601	13197	16208	12106	11399	17589	10441	5453	5515	6147	4460
USF3	4722	2009	1633	2676	1309	5294	9986	3189	5986	3517	5407	2833	3137	5158	2644
USH1C	227	30	17	1	22	468	25	19	9	4	278	7	4	10	14
USH1G	200	29	8	2	29	472	55	53	3	33	274	49	36	50	48
USH2A	183	10	16	31	44	87	264	224	46	63	83	23	18	48	49
USH2A-AS1	2	0	0	0	1	0	1	0	0	0	0	0	0	1	0
USH2A-AS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
USHBP1	636	24	12	4	8	949	94	36	16	42	697	26	15	11	6
USO1	107204	7503	8462	9866	4553	61753	37553	25395	21302	18186	69447	12600	8183	7888	5040
USP1	13756	7900	10234	8138	2788	17454	36878	27433	18617	11182	16191	13466	9816	4179	2276
USP10	30243	8809	8820	8372	4168	27796	39013	19649	18245	11533	30585	13406	10888	10966	5446
USP11	17832	7512	10738	15292	12460	21012	30450	25183	32445	31690	18695	11699	14170	26821	21214
USP12	9684	1762	2231	3172	2132	7734	10631	6711	6846	6777	7465	2860	2895	4259	4168
USP12-AS1	1	0	3	0	0	0	1	0	0	1	2	2	0	0	0
USP12-AS2	9	1	3	3	6	8	5	9	5	49	3	4	7	5	11
USP12P1	33	4	1	3	6	44	47	11	9	24	37	2	12	6	3
USP12P2	2	0	1	2	1	4	5	1	1	3	0	0	0	0	0
USP13	5960	1725	1488	1202	669	7092	10947	5077	3860	1778	5805	2889	1807	1261	1024
USP14	25186	6913	7525	6703	5452	30751	31323	21400	13404	15694	28321	10857	8133	6847	8028
USP15	7739	2713	3902	4108	5274	5491	12741	12850	7810	19579	6829	4405	3384	5161	4386
USP16	5881	2858	4330	4725	2676	6416	14633	12676	9191	10998	5603	4300	3706	3681	1682
USP17L1	1	0	0	0	0	0	1	1	2	7	0	0	0	1	0
USP17L10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
USP17L11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
USP17L12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
USP17L13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
USP17L15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
USP17L17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
USP17L18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
USP17L19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
USP17L2	7	0	1	0	4	3	1	3	0	4	0	0	0	0	0
USP17L20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
USP17L21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
USP17L22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
USP17L23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
USP17L24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
USP17L25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
USP17L26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
USP17L27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
USP17L28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
USP17L29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
USP17L3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
USP17L30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
USP17L4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
USP17L5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
USP17L7	4	0	0	0	0	4	1	0	1	2	0	0	0	0	0
USP17L8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
USP18	264	12	48	36	122	356	221	114	124	328	433	33	28	48	57
USP19	8705	3226	3813	5208	2627	8673	14094	8635	10701	6767	9174	5222	5039	5808	3009
USP2	1083	522	408	305	260	947	801	706	661	950	1244	460	330	463	261
USP2-AS1	384	21	51	18	29	241	105	94	59	113	315	50	39	61	39
USP20	2233	1075	1730	2206	1648	2562	5305	3948	4096	4861	2473	1693	2244	3563	2402
USP21	2989	2121	2304	1985	1473	3759	8619	5600	4428	5035	3150	2726	2326	2512	1333
USP21P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
USP21P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
USP22	44974	15644	16937	30562	21085	49406	77659	41432	59797	48179	50652	27664	27985	50933	34438
USP24	13767	6877	4966	6626	3323	14206	36151	11545	14451	8721	15631	10640	7773	9547	5803
USP25	11628	1990	4407	3814	2295	15533	10848	10375	7329	6909	12963	3890	4484	3893	2610
USP26	13	0	0	1	0	5	1	1	0	1	7	0	1	1	0
USP27X	1328	439	564	1055	757	1607	2514	1496	1876	1986	1478	911	859	1986	1331
USP27X-DT	93	38	53	90	100	155	269	203	130	233	104	57	89	117	100
USP28	36318	2982	3855	2448	1497	29606	12166	7828	5297	6205	30224	4492	3979	2623	1699
USP29	3	0	0	0	1	0	0	0	0	0	0	0	0	0	1
USP3	258	2618	3313	4251	2444	1135	8600	5731	6492	8503	1360	3778	3386	5758	2397
USP3-AS1	4	20	18	15	16	28	82	37	12	75	23	18	18	13	8
USP30	1239	1497	2241	3034	1884	1789	6903	5220	6059	6260	1441	2446	2295	3608	1884
USP30-AS1	5	0	1	0	0	4	3	0	2	3	2	0	0	1	0
USP31	4944	1191	1060	1285	1191	4571	5768	2832	3203	3314	4560	1477	1552	2863	2704
USP32	24271	2801	2827	4777	3988	15239	13232	6348	8973	10100	18779	4196	4404	8743	8953
USP33	14193	6893	12909	14788	10543	17412	31461	31447	23028	35962	18715	10363	11628	16448	8502
USP34	17720	6670	7217	8253	5481	17825	37539	14336	18022	13833	17827	11427	10275	12607	10214
USP34-DT	83	38	77	211	128	143	322	435	419	552	109	88	126	150	70
USP35	1256	257	502	666	801	1292	1724	1407	1332	2504	939	524	694	1326	1141
USP36	9278	1905	1547	1998	804	8741	11037	3857	4360	3353	9086	2855	1601	1875	1388
USP37	4078	1959	2127	2041	1021	4282	9583	5221	4706	3204	4802	3269	2120	1737	1180
USP37P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
USP38	3505	1611	2653	4106	2082	3463	7466	6704	7983	6371	3477	2359	3372	4276	2216
USP38-DT	159	73	187	166	95	357	653	529	420	462	251	165	126	109	70
USP39	15342	6605	8838	6397	3260	12997	22889	19129	12306	12610	18169	9474	7700	5875	2759
USP4	6790	2659	2680	2649	2438	9913	12639	7362	6569	7844	7788	4431	2859	3731	3068
USP40	2539	1724	2464	2584	741	3068	6969	5026	4795	2667	2534	2313	2487	800	485
USP41	20	1	0	8	9	29	24	7	4	10	58	4	0	0	2
USP42	4335	2642	2912	4006	1928	4568	11709	6040	7722	5342	4438	4392	3999	4925	2304
USP43	1375	78	142	50	45	1352	132	167	110	220	1384	70	123	34	58
USP44	55474	1614	2084	429	142	52187	5778	2818	649	580	51561	1758	1979	682	195
USP45	8806	1783	2382	909	1040	6361	6406	3824	1736	3938	6209	1931	1402	1157	508
USP46	11277	4703	3378	3733	2119	13852	16282	8905	8337	7554	13352	6498	4264	5077	3332
USP46-DT	158	52	67	101	63	306	371	283	261	226	238	133	111	47	38
USP47	4567	4003	4687	8060	4324	5605	22883	12427	15882	11035	5316	8482	7668	10920	5272
USP48	19435	3912	4206	4330	3207	20124	21010	12254	9829	9907	19151	7151	5469	5135	3786
USP49	2966	1076	1517	2195	1216	3149	6857	3202	3852	3395	3268	1968	2552	3405	1262
USP5	17923	4596	5410	6673	5213	17965	23609	17461	15982	14740	18743	8570	7396	8484	7605
USP50	85	19	38	16	14	75	105	69	37	50	84	23	17	11	4
USP51	2461	916	679	419	311	3202	5783	2214	1322	1131	2037	1225	660	357	372
USP53	6113	1016	854	283	697	5807	3947	1664	545	1680	6743	1964	922	545	1016
USP54	5484	3194	2657	2389	1534	7345	16457	5791	5166	3875	6796	6609	4109	3231	1741
USP6	185	49	102	92	37	274	287	155	151	118	153	59	75	83	37
USP6NL	6560	3278	3734	4116	1313	7245	15518	9037	7747	5115	7404	5443	4415	2765	1135
USP6NL-AS1	0	0	0	0	0	1	1	1	1	0	1	1	1	0	0
USP7	45458	10106	10997	14382	6347	42947	51353	25641	29849	17456	46664	17336	15477	19227	10750
USP7-AS1	3	0	2	0	0	5	1	3	0	5	5	0	0	4	1
USP8	11575	2214	3249	3792	2601	10586	11530	8190	7938	9497	11016	4421	3492	3940	2741
USP8P2	2	0	1	6	2	18	23	4	11	6	3	5	7	11	4
USP9X	136806	7882	8437	13934	6364	175492	48103	18303	26205	18594	108975	14132	14811	19219	12940
USP9Y	14711	3957	6125	9727	7472	18576	19259	14146	16890	24131	13802	6495	8101	13640	7959
USPL1	5530	2687	3992	4472	3617	6019	11407	8725	7962	12908	5440	3988	3742	6594	4043
UST	10491	969	845	719	1176	9118	11141	4413	3925	3503	9806	3330	1380	1601	1827
UST-AS1	2	1	0	0	0	7	6	0	0	4	1	0	0	0	0
UST-AS2	8	0	0	0	0	5	3	1	0	0	10	0	1	0	0
UTF1	2623	7	0	0	3	1173	8	8	0	5	3311	7	2	2	12
UTP11	9781	2177	3488	3582	2530	9924	11139	10633	7514	9193	9502	3916	3003	3189	2278
UTP14A	4631	1091	1120	2502	604	4437	7053	4080	4886	2048	4667	2466	1411	852	314
UTP14C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UTP15	6443	1351	1611	1230	673	5338	6130	4162	2723	2394	5498	1984	1465	825	593
UTP18	14722	3922	4470	3010	2030	15757	18620	15119	6949	8837	14655	6275	3263	2354	1374
UTP20	15922	3437	2200	2106	633	9578	16926	5210	5117	2055	14522	5460	2667	1115	702
UTP23	4907	1711	2547	2412	1462	4660	8688	7133	4834	6105	4299	2579	2039	1794	1035
UTP25	3896	1649	1976	2063	1291	3470	7353	4228	3552	3256	3496	2542	1688	1931	1419
UTP3	11278	2088	2071	2277	1172	8599	9749	5562	4970	3732	9764	3789	2574	2555	1651
UTP4	18158	4094	4734	3920	2250	12691	15140	12171	6931	7855	15309	5216	3882	2478	1497
UTP6	14361	3412	5110	3349	2252	11820	14365	12198	5981	7835	13397	5193	3799	2876	1584
UTRN	23254	7778	8549	3908	1772	27015	27857	10072	6754	4398	19638	10676	9909	2695	1660
UTS2	12	4	0	2	2151	6	2	1	7	472	5	0	0	2	5515
UTS2B	5	2	7	7	37	5	13	58	14	48	3	7	6	22	57
UTS2R	33	13	28	14	18	126	163	526	20	13	74	45	36	6	4
UTY	401	0	0	0	0	5045	7039	4814	3469	4075	3605	2476	2170	1836	808
UVRAG	3609	1868	1819	2617	2184	3111	7127	3810	4105	5913	2408	2169	1644	3717	2482
UVRAG-DT	5	8	8	19	28	12	31	40	33	132	10	12	7	24	32
UVSSA	2310	931	1113	823	768	4737	5590	2453	1973	3216	3011	1234	1072	1662	1010
UXS1	12266	4071	4991	2259	2028	7560	14125	10322	3960	5802	8507	5814	3529	2400	2007
UXT	2196	1213	3300	1787	1145	2645	6892	7311	3129	5852	2198	1799	1565	1318	521
UXT-AS1	52	30	32	49	71	51	152	88	97	254	53	27	26	71	83
VAC14	6375	1754	1897	2275	1638	6418	8337	5002	5435	4546	6782	2452	2184	2169	2085
VAC14-AS1	67	7	16	3	54	64	63	25	14	203	51	8	3	9	12
VAMP1	1035	248	477	315	2031	1019	1120	668	385	1481	887	249	257	628	1263
VAMP2	1859	1391	3461	8299	11950	2533	8355	10650	15676	28552	2589	2652	4648	15554	19574
VAMP3	6991	3996	2990	1328	1301	7920	21527	10027	3286	6876	6830	6360	2428	1227	1034
VAMP4	3685	1340	2676	2172	3608	2497	6856	5315	3618	12512	2748	2052	1798	3413	3984
VAMP5	257	371	226	22	76	184	1730	1662	248	539	113	161	32	5	73
VAMP7	0	0	1	0	0	0	0	1	0	0	4	0	1	0	0
VAMP8	3983	238	53	16	43	2745	1046	540	39	127	3479	537	182	37	25
VAMP9P	3	1	1	2	3	5	5	10	4	15	2	0	3	5	2
VANGL1	3634	788	295	162	265	3961	1878	590	292	354	4665	861	478	202	383
VANGL2	16051	14213	24671	31357	8961	19879	61348	49467	60305	25883	19789	20131	29428	37106	12123
VAPA	17701	8293	15078	17738	17355	22216	40855	40773	32656	61386	18842	12158	12571	19740	16452
VAPB	11552	4557	4615	7598	5383	15956	26788	15236	15759	13972	14827	9585	7078	9020	7468
VARS1	25089	6743	5282	4860	2423	16992	23721	11609	11086	7130	26833	9690	6266	6322	3611
VARS2	29	30	41	9	51	59	184	81	21	241	30	28	16	19	30
VASH1	690	2354	2295	2667	2659	1295	8912	6142	5636	7059	1100	3199	3917	5550	3735
VASH1-AS1	3	2	3	4	9	15	17	8	4	20	9	3	6	3	4
VASH1-DT	2	1	4	5	6	4	5	13	3	13	5	2	7	4	2
VASH2	49270	1749	2763	5031	5051	34775	5060	6286	8539	17099	22424	2751	3817	13562	5821
VASN	1192	267	190	83	80	1032	1216	606	248	172	1062	441	113	78	97
VASP	19343	1792	2232	1503	1009	22654	9466	5172	2979	3011	20538	3635	2534	1542	1236
VAT1	52073	7398	11391	13401	14475	50367	31508	63175	35979	29892	47150	10708	16311	15233	23118
VAT1L	9431	689	3705	3907	35927	9147	2051	8963	13926	82918	12635	699	3702	19272	69654
Vault	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VAV1	394	0	4	3	3	344	0	5	6	8	297	2	3	14	3
VAV2	6883	3965	3664	5011	3723	8611	17536	12715	11077	11134	7291	5395	6007	9200	5188
VAV3	1864	618	393	836	1256	1940	1150	606	1104	1941	2476	747	821	3014	1680
VAV3-AS1	2	0	1	1	3	2	0	0	0	6	1	0	0	0	4
VAX1	2	342	381	179	77	0	1153	222	60	43	2	740	349	212	110
VAX2	0	20	17	13	15	0	104	112	24	15	0	39	26	4	3
VBP1	9225	6471	14849	10397	10216	12903	29973	38002	18552	43911	10209	7401	8464	9648	6903
VCAM1	9	103	2052	3030	4991	68	221	263	1718	10526	16	711	856	340	1845
VCAN	137465	35844	15263	5957	5838	77086	202195	42290	20487	16188	86380	48875	32774	18791	7991
VCAN-AS1	71	17	15	0	3	41	157	34	12	24	38	23	23	3	0
VCL	100115	9491	5357	2826	2558	54838	37360	14624	8382	8205	94092	14831	6237	3408	3938
VCP	69583	17656	17962	19237	9580	51541	77309	44888	45087	24599	62140	29394	22718	17764	15353
VCPIP1	5186	1908	1696	2516	1510	5387	8646	3489	4589	4390	5106	2777	2363	4197	3034
VCPKMT	1289	712	907	579	684	1632	3205	2176	941	2010	1395	791	577	607	508
VCX	4	0	2	0	1	30	41	9	7	13	21	15	8	11	2
VCX2	0	0	0	0	0	1	1	0	0	4	0	0	0	0	0
VCX3A	1	1	0	0	0	6	1	0	3	1	5	0	1	0	2
VCX3B	8	3	5	0	4	5	1	0	0	1	19	3	4	1	8
VCY	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
VCY1B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VDAC1	48862	11926	15078	12443	10399	39839	51288	38470	28155	37354	47750	19215	13474	15718	15749
VDAC2	22488	6389	8796	10314	7810	23194	27767	25626	20053	27514	21446	10344	7889	10073	7589
VDAC2P5	157	50	59	63	55	171	189	181	146	226	145	57	54	58	44
VDAC3	17952	7350	12842	7925	15156	19530	31702	38746	15168	49593	17336	9105	9316	10373	10723
VDR	163	1	1	1	8	68	41	2	9	22	127	9	3	6	79
VEGFA	6249	1369	3301	7701	4307	18541	15060	10260	17403	25495	9175	2755	2787	6789	9400
VEGFB	2687	895	1491	2099	3950	3013	3481	4032	4192	9525	2536	1131	1410	1859	4243
VEGFC	199	170	496	138	260	404	602	684	436	851	200	181	421	155	486
VEGFD	26	11	91	3	11	14	154	378	11	71	23	203	327	12	29
VENTX	1710	41	8	2	1	1403	56	4	5	3	2800	29	8	1	2
VENTXP1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
VEPH1	1965	20	3582	3050	1800	1988	5511	9286	3189	7446	1410	745	4204	1430	810
VEZF1	9654	9581	13408	16926	6502	9573	44007	29915	29874	21334	11070	16050	14822	14221	4648
VEZT	9737	4608	7118	13919	7006	13997	25055	25914	25787	24473	10668	7344	8686	11530	6920
VEZTP1	16	6	7	7	18	18	29	25	21	65	19	12	9	39	20
VGF	1077	336	171	831	6441	934	1981	564	766	7457	870	714	172	1104	42846
VGLL1	0	1	5	0	0	0	12	2	0	0	0	460	92	7	0
VGLL2	10	7	0	8	0	11	14	4	3	1	2	5	2	0	1
VGLL3	3101	447	499	642	490	3611	3250	4615	6432	15139	2404	1343	1266	2054	446
VGLL4	3774	3140	3163	3154	2348	3464	15409	7482	5608	5963	4132	6481	3896	3439	2377
VHL	6698	3102	3554	4942	3802	8192	15754	9004	9557	11534	7109	4829	4086	7113	4000
VHLL	1	0	7	5	5	2	9	11	5	28	1	1	2	9	4
VIL1	870	2	2	1	1	1088	21	4	0	3	789	8	20	3	1
VILL	557	73	54	13	26	795	730	152	31	147	582	192	67	37	45
VIM	23897	16416	66521	150095	48342	10178	80206	98611	230390	251303	5938	44771	73730	61279	50828
VIM-AS1	114	18	50	67	51	230	167	194	121	226	113	65	69	33	30
VINAC1P	0	4	2	1	7	3	13	7	1	18	2	2	1	2	3
VIP	1	0	0	78	591	2	0	7	636	2618	0	0	0	33	127
VIPAS39	4013	1372	1928	3127	2443	5098	7062	6152	6074	8867	4771	2740	2075	3011	2093
VIPR1	754	7	15	10	38	663	33	44	23	119	704	6	10	44	35
VIPR1-AS1	63	1	8	0	5	46	8	8	5	38	38	0	0	10	18
VIPR2	520	202	43	132	85	1252	491	207	873	976	812	187	74	197	28
VIRMA	11948	5703	7007	8404	3266	11324	24601	16176	16986	12323	13344	10058	8125	6918	3221
VIRMA-DT	37	49	115	82	95	64	358	378	136	367	40	105	115	89	54
VIT	25	1	0	0	0	1	31	47	23	38	8	69	24	1	0
VKORC1	1049	201	241	204	205	1085	985	882	505	1040	1070	375	229	189	222
VKORC1L1	15522	5361	5976	7096	4785	11487	25533	18757	14750	14471	14166	7737	5880	6279	5901
VKORC1P1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
VLDLR	15505	509	880	2823	2464	21957	6921	3607	6752	9278	14122	1921	1218	2796	3146
VLDLR-AS1	1052	16	52	896	738	2886	516	389	1495	2651	991	92	112	619	778
VMA21	14944	6414	9526	10107	9256	16142	31432	24002	18080	35258	16114	8053	7520	11433	7342
VMAC	125	44	62	92	103	245	254	179	169	455	145	67	54	159	100
VMO1	20	18	32	17	82	36	39	45	50	136	23	15	27	92	65
VMP1	14949	4434	7617	5831	7592	13633	18195	21052	10980	30566	13981	5650	4865	6283	6227
VN1R1	243	57	72	125	108	145	312	152	218	266	164	104	112	265	147
VN1R18P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VN1R2	1	1	0	0	3	0	0	0	2	2	2	0	0	1	2
VN1R4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VN1R68P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VN1R69P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VN1R70P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VN1R71P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VN1R76P	0	0	0	3	0	0	0	4	2	0	0	0	0	0	0
VN1R93P	0	0	2	1	0	1	5	0	0	0	4	0	2	0	0
VNN1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
VNN2	1	0	1	0	0	4	7	1	0	0	4	1	0	0	0
VNN3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
VOPP1	6736	2556	2584	2522	4425	5290	7170	6371	5613	12276	6976	2461	2851	6284	5654
VPREB1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VPREB3	42	8	6	7	12	80	21	14	2	19	42	12	6	5	10
VPS11	2870	1286	1937	2524	1963	3624	6946	4708	5308	6059	3236	2294	2062	2239	2025
VPS11-DT	1	6	14	11	6	5	46	24	18	52	4	18	15	8	8
VPS13A	13725	4145	5307	2628	1654	12997	21903	9146	5906	5525	12766	5981	5359	3595	2502
VPS13A-AS1	0	0	0	0	1	0	0	0	0	3	0	0	0	0	1
VPS13B	3779	3069	2955	2940	2498	5059	19270	6060	7021	7231	4479	5561	4429	4985	4458
VPS13B-DT	101	80	238	181	322	202	423	492	291	1383	148	93	147	229	172
VPS13C	6432	3325	3391	3725	4030	9776	19730	9077	9585	14003	6461	4503	4235	5114	5298
VPS13C-DT	9	1	0	2	31	14	2	14	13	115	9	2	1	3	14
VPS13D	10793	1221	1921	3280	2312	8613	10488	3854	7047	6107	9270	2625	4100	4668	3848
VPS16	2249	1526	1659	1904	2214	3515	7629	4886	4590	6305	3047	2577	2151	3165	2944
VPS18	5361	1121	1041	2149	1347	4308	6064	3343	4447	3335	4517	1916	1920	2171	1996
VPS25	8124	2464	3327	2219	2518	9771	11505	9836	4643	8410	8628	3733	2835	2368	1925
VPS26A	10761	6562	9788	7447	6201	11614	33529	30446	14139	24033	11788	10559	8117	7358	5084
VPS26B	5238	1549	1631	4191	4558	5620	9756	5719	8047	11808	5826	3767	2995	8101	6519
VPS26C	12896	4131	3849	3395	2526	11461	14968	9209	7000	10439	12401	4449	3148	3794	2743
VPS26CP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VPS28	2489	1922	3499	3915	3944	4145	8832	10757	7435	14007	3029	2912	3325	3824	3046
VPS29	5723	1876	4353	3374	5425	7164	11826	15359	5865	18721	5964	2893	2954	3383	3534
VPS33A	3485	1172	2067	2177	1187	4477	7068	6283	4358	3975	3524	2073	2066	1451	871
VPS33B	450	131	204	209	155	527	721	486	391	486	503	218	176	199	176
VPS33B-DT	36	29	55	26	136	75	120	121	57	383	92	51	49	94	62
VPS35	15316	10294	15501	14685	11726	18768	38979	39820	31413	36495	16761	14043	14729	15024	14095
VPS35L	12729	3640	4493	4378	3354	15626	16441	11333	10143	10541	12100	5999	4635	4395	3292
VPS36	3944	2570	2810	3131	2984	6684	16662	8136	6428	7625	4930	4398	2857	3739	2825
VPS37A	5073	1357	1878	2829	2579	6450	6313	5258	5056	8483	5242	2142	2046	3788	2718
VPS37B	1571	757	2787	4239	1320	1778	5184	3480	4508	3994	1959	1865	3331	3338	971
VPS37C	2831	1252	1144	973	519	2887	5567	3079	2258	1723	2891	1899	1248	832	639
VPS37D	440	349	793	827	1233	500	1229	1531	1289	3982	466	387	655	1689	1074
VPS39	8341	2814	3754	5910	3279	11923	15304	10734	12450	9630	10553	5664	5415	5407	4127
VPS39-DT	11	11	3	2	3	15	43	24	7	5	9	6	1	2	2
VPS41	7692	3579	5214	7193	6110	9825	22133	15668	16202	17276	8723	6401	6503	7466	6740
VPS45	4994	2073	3953	5865	4518	5560	11884	11946	10074	15134	4751	3574	4070	5322	3599
VPS4A	5511	2243	2199	2532	1882	6050	10390	5874	6114	6195	5662	3187	2766	3619	2394
VPS4B	7700	2149	3368	3299	2120	9577	12388	8693	6518	7172	8013	4725	3790	3222	2467
VPS50	2335	1308	2686	3125	3388	2709	6983	7656	5760	11063	2456	2276	2581	3576	2816
VPS51	5402	1978	1967	3134	1745	5803	7515	4876	6181	5634	5342	2720	2362	2740	1465
VPS52	4309	1179	2140	2578	1401	6491	7436	6326	6166	5125	4909	2596	2408	2067	1334
VPS53	6693	2625	2696	3900	2727	7615	13967	6481	9480	7201	6946	4076	3894	6360	5197
VPS54	5017	3517	4800	3499	1656	6487	16890	10057	7328	6011	5180	5435	5058	4241	1651
VPS72	10116	5212	8079	8292	4982	10381	17983	19027	14648	18378	10573	7370	7044	7643	3623
VPS8	7169	3200	3969	4579	5668	9466	16367	9910	8401	14542	8896	5365	4655	6707	6414
VPS9D1	426	179	329	633	599	471	1445	1244	1310	1838	367	383	428	709	543
VPS9D1-AS1	473	266	194	45	37	659	1126	271	84	78	361	152	67	15	11
VRK1	12852	4180	5655	2369	825	14197	17386	16058	5852	4397	13845	5559	3813	1189	483
VRK2	2895	289	425	84	42	3482	3538	4478	1329	583	3092	651	447	18	18
VRK3	3485	1142	1835	1782	1873	4212	5193	4806	3937	5816	3917	1896	1895	2253	1808
VRTN	26398	16	0	0	0	25569	53	4	0	5	21235	37	3	0	6
VSIG1	337	1	0	1	24	262	6	9	0	30	341	1	1	3	31
VSIG10	17728	854	1215	662	306	10168	3006	2097	1492	1490	12412	836	1065	325	217
VSIG10L	2075	392	294	658	601	2036	1704	952	1452	1857	1807	506	273	789	480
VSIG10L-AS1	9	1	1	2	1	10	4	7	3	25	11	0	1	6	7
VSIG10L2	0	1	1	4	0	4	26	17	4	6	4	2	0	3	4
VSIG2	4	1	6	2	0	67	24	11	4	19	7	11	3	4	2
VSIG4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
VSIG8	0	0	0	0	1	0	0	0	0	1	0	0	3	0	0
VSIR	59	2	22	4	42	62	47	19	10	46	26	19	8	3	55
VSNL1	15122	165	76	372	6352	6105	576	154	339	10623	12668	255	171	2602	6255
VSTM1	36	0	0	1	1	10	0	0	1	3	17	0	0	4	3
VSTM2A	141	9	400	2556	11351	94	188	1038	2700	27898	88	33	793	6759	8452
VSTM2A-OT1	7	0	12	111	352	0	7	39	81	872	4	0	22	348	416
VSTM2B	151	57	501	314	829	109	74	826	305	1300	145	152	669	1365	1516
VSTM2B-DT	3	1	25	9	86	0	2	34	14	198	1	6	28	209	125
VSTM2L	58	865	1708	4192	11005	414	4676	7234	7739	32049	221	1185	2236	12868	6765
VSTM4	358	299	1134	293	659	717	1847	709	771	1386	374	602	1087	302	810
VSTM5	168	12	25	15	63	182	51	27	14	29	108	14	18	18	61
VSX1	10	191	609	187	40	25	72	56	8	17	5	67	95	3	2
VSX2	170	6	497	534	1176	1	2	55	45	16	36	2	58	28	31
VTA1	14196	4197	7482	10310	10536	14548	18895	23335	18682	34813	14724	6960	7057	12501	9314
VTCN1	28	24	13	11	88	28	81	127	69	279	33	441	437	131	115
VTI1A	2045	850	1312	1940	1200	2463	5518	3254	3609	3367	2215	1741	1866	2038	1989
VTI1B	5480	2898	3384	4270	2686	7929	14479	9221	9072	8428	5917	4197	3632	4866	3610
VTN	27	4	22	14	14	25	54	66	22	72	17	12	5	18	11
VTRNA1-1	3	0	0	0	5	1	5	4	1	4	1	0	2	1	3
VTRNA1-2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
VTRNA1-3	38	11	12	5	12	40	142	62	6	63	44	7	5	3	8
VTRNA2-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VTRNA2-2P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VTRNA3-1P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VWA1	2536	190	521	311	440	2323	2440	1605	721	1138	2242	800	901	361	789
VWA2	1168	34	3	1	16	882	134	91	7	47	866	50	44	27	28
VWA3A	9	4	32	29	209	15	45	58	68	1520	7	14	22	96	57
