"",baseMean,log2FoldChange,lfcSE,pvalue,padj,GM25256_day0-1,GM25256_day0-2,GM25256_day0-3,NCRM_day0-1,NCRM_day0-2,NCRM_day0-3,GM25256_day21-1,GM25256_day21-2,GM25256_day21-3,NCRM_day21-1,NCRM_day21-2,NCRM_day21-3
NEUROD4,1652.44075473254,13.3204213240588,0.972925702589531,4.0860516051924e-46,2.44398327294529e-44,0,0,0,1.36330043424008,0.512790638632332,0.88197706232643,2810.38472445704,3059.73778729398,2661.59887910384,6962.8602777793,6514.57812352221,5190.38228648969
NR2F1,8251.69994563381,13.1969419300807,0.520364196436303,2.45886160812951e-138,1.96445479192347e-135,0,0.714884135313271,0.552357996085961,4.08990130272024,1.538371915897,0,8849.66962824198,12352.7882812575,10020.1970466819,8820.21661274702,8855.84609244304,9785.25613302536
NR2F2-AS1,273.095028633586,13.0563147131803,2.46953827901808,5.55854952323259e-39,2.43813240852379e-37,0,0,0,0,0,0,511.427530313715,446.591825858316,458.667394633515,215.474704248413,236.07785353285,370.360953707427
CCDC140,205.092164479857,13.0551106282665,2.49489561260875,1.19761510834295e-35,4.44535121243891e-34,0,0,0,0,0,0,307.514302793134,430.537871333997,281.431775549072,393.552972222308,398.015554716541,446.298271553913
ST18,2162.5369649368,13.0476361593313,0.91899435065371,1.54066122381179e-49,1.07477936309781e-47,0,0.714884135313271,0,1.36330043424008,0,0.88197706232643,1700.37320367968,2228.58077805767,2266.77716857855,6553.28026143934,5820.00195940903,3860.81310735296
PANTR1,1664.19693904757,12.9986560809252,0.855486128251249,8.01631956077024e-56,7.28963693391993e-54,0,0,0,2.72660086848016,0.512790638632332,0,4071.68670436256,3540.62669781789,3433.36550860411,3123.49282026212,3078.76737913089,3748.90548105287
LHX9,720.350196268826,12.9829417123182,1.73161238127761,2.43903294072675e-20,3.75248740605622e-19,0,0,0,0,0,0.88197706232643,3186.14418000907,2263.60758792891,4441.61655204126,16.0270441176506,27.314792970743,61.2827477357613
HOXA3,348.866207563915,12.9741963648816,2.45230375811062,2.50085059001103e-38,1.05954597913914e-36,0,0,0,0,0,0,165.268381982406,219.647286900904,195.623176107613,539.577151960902,524.834236366419,530.228991278978
HOXA10,394.358182216213,12.7631253320173,2.47927401971406,7.24136746894344e-33,2.3431445074291e-31,0,0,0,0,0,0,111.001152077735,285.322555409479,135.863615782311,512.865411764818,520.932123084885,335.722878900257
NR2F2,10804.0343322487,12.7536184107988,0.449742367546481,4.03623291564668e-174,5.64315814518851e-171,0.983394839608944,1.42976827062654,1.65707398825788,1.36330043424008,2.05116255452933,1.76395412465286,7755.28049183112,12943.8656978346,8650.83481392856,13161.7647859506,13031.1073036852,13235.741277278
HOXC10,1323.10194544397,12.1185182328101,1.34416021044236,1.59929551678088e-34,5.56684243418904e-33,0,0,0,0,0.512790638632332,0,180.890766348902,368.511228853675,191.02628685182,1524.34997385654,1473.04776377936,872.613038411383
MSTN,583.17159940475,12.0735680990554,1.45732961596196,3.51195886096378e-27,8.26795272418604e-26,0,0.714884135313271,0,0,0,0,867.453447718599,521.023796834701,522.513078741744,557.384978758291,716.03778716162,1532.06869339403
LRRC53,50.5032918548238,12.0560302571624,2.6718591282044,2.71746637483558e-21,4.4221427840741e-20,0,0,0,0,0,0,26.311384196204,51.080764395559,16.8552606045724,320.540882353011,411.672951201913,294.42363586094
TFAP2B,4251.56994974791,12.0249233061075,0.653272293003116,9.78376606628596e-74,1.46559942122422e-71,0,2.14465240593981,1.10471599217192,0,0,0.88197706232643,1632.95028167691,4157.9742217985,1559.87775413225,3664.85075490276,3976.25343388388,4999.87287505026
HOXA6,116.503954795631,11.9015107891923,2.50143061812849,1.3862816864517e-27,3.33452917483059e-26,0,0,0,0,0,0,40.2893070504373,75.1616961820368,57.7164984338388,313.417751634055,331.679628930451,233.140888125179
HOXA-AS2,148.094804093416,11.8227545301344,2.4385637950311,1.58627434438274e-31,4.79094830114876e-30,0,0,0,0,0,0,141.423690054596,118.215483315436,157.315765642676,185.201398692851,132.67185157218,263.782261993059
MMRN1,3019.409156424,11.8152374238949,1.03537679942092,1.74552450208795e-32,5.57289007303151e-31,1.96678967921789,2.14465240593981,1.65707398825788,8.17980260544049,1.02558127726466,0,23292.1528596896,11149.4714171392,20096.578295379,954.499516340077,1285.74632626569,2067.62661925873
HOXB7,1856.60925614102,11.8124098995157,0.97784713887708,5.57193184762967e-43,2.93510475898295e-41,0,0,0,0,0.512790638632332,0.88197706232643,717.807450102689,669.887738787473,694.641043097529,1437.09162254933,1410.6139512748,1486.77274941542
HOXC-AS1,185.462241957172,11.7743694833018,2.43328263411757,1.9956974526309e-30,5.68951809881308e-29,0,0,0,0,0,0,95.3787677112394,170.755698122297,97.0454398445077,172.735919934678,241.931023455152,205.163981550157
HOXB4,914.879627687103,11.6099244782237,1.30025439631549,2.14081012696095e-35,7.85080697378956e-34,0,0,0.552357996085961,0,0,0,223.646765667734,315.241288841164,257.425798324378,790.667509804094,926.751904364495,738.057440121994
PHOX2B,146.117826932999,11.3499540122261,2.68339948348202,1.64679184297277e-13,1.52226171600417e-12,0,0,0,0,0,0,91.2676139305825,178.782675384456,81.211710185667,211.913138888935,169.74192774676,133.223364642959
HOXB-AS4,100.25594119298,11.3346596451944,2.46911436957546,2.64156309784083e-24,5.18652134277643e-23,0,0,0,0,0,0,41.9337685627001,73.7022457707351,48.011954449388,240.405661764758,206.81200392134,133.223364642959
HES5,2113.07793875201,11.2681282376325,0.580900492441663,4.5516716779241e-86,9.54570894704644e-84,1.96678967921789,0,0.552357996085961,5.45320173696033,3.58953447042632,1.76395412465286,3764.99463232556,4220.73058948447,3343.47078537972,7044.77628104729,7384.74938530445,6185.5608203726
NTRK2,23619.0866929675,11.260525897334,0.387339497365601,4.92059157023746e-186,7.86240238758656e-183,7.86715871687155,6.43395721781944,9.39008593346134,2.72660086848016,4.61511574769099,7.05581649861144,7021.85065736193,14459.5049499714,8505.2666541618,24975.4770833388,24895.4827361915,18729.8728351536
GUCY1A1,1047.63925740958,11.2101601700585,1.30284235066924,1.04645996893104e-32,3.36663128067891e-31,0,0,0,0,0.512790638632332,0,245.846996083281,307.214311579005,226.269104479563,644.6433300655,614.582841841718,431.643701443188
HOXD3,490.250165695596,11.147890955098,1.29764844810514,3.26305409749806e-33,1.07450225948526e-31,0.983394839608944,0,0,0,0,0,181.712997105034,226.944538957412,183.875570231699,601.904545751765,641.897634812461,570.196000671866
HOXA-AS3,549.031768833767,11.1224204851458,2.39106458544766,2.80472512121156e-27,6.61832288623445e-26,0,0,0,0,0,0,103.601075272553,106.539880025023,124.626775379263,87.2583513072086,99.5038886791352,125.229962764382
HOTAIRM1,73.435551531213,11.0723279618984,2.44139433224693,1.94103586248967e-26,4.3219282260014e-25,0,0,0,0,0,0,63.3117682221158,55.459115629464,67.4210424182896,122.874004901988,115.112341805274,186.512710500143
LUM,856.874859360732,10.9999961323384,1.09483578420804,5.64370264145063e-30,1.55735560965358e-28,0.983394839608944,0,0,1.36330043424008,0,0,1179.90113504852,449.510726680919,1200.2988612347,320.540882353011,204.860947280573,663.452355921937
POU3F3,4312.31488231754,10.9875429714388,0.389259616492192,1.39991425610965e-174,2.04235316798953e-171,0.983394839608944,1.42976827062654,2.20943198434384,5.45320173696033,5.12790638632332,2.64593118697929,2604.82703542419,5490.45244731694,3877.22070452452,9363.3553300674,8557.33442640563,7114.12767193402
GCG,23.7979402365691,10.8990907435892,2.72371140626327,8.8114540607663e-19,1.22025728852255e-17,0,0,0,0,0,0,14.8001536103647,9.48642767346095,15.8337296588407,138.901049019638,105.357058601437,193.173878732291
ADCYAP1,1010.70771885639,10.7948067778888,0.766750039135538,1.4592293993926e-44,8.22931806665859e-43,0.983394839608944,0.714884135313271,1.10471599217192,0,0,0,1350.10290156772,1373.34283703489,1445.97705368316,541.357934640641,485.813103551072,720.73840271841
PRDM8,609.998634937773,10.7363798101436,0.886672577282939,1.95966186605798e-34,6.80708632666412e-33,0,1.42976827062654,1.10471599217192,1.36330043424008,0,0,158.690535933355,318.160189663767,208.392312929259,2713.91280392216,2368.58276189157,1525.40752516188
KLHL1,359.393825459743,10.6598921322526,1.30347153713225,2.89589963014808e-30,8.17257460804195e-29,0,0,0.552357996085961,0,0,0,133.201382493283,452.429627503522,113.389934976214,297.390707516405,376.5539316681,295.755869507369
MKRN3,89.3088989649497,10.623439448897,2.44201952079423,1.01541012210661e-24,2.05129961753685e-23,0,0,0,0,0,0,62.4895374659844,45.9726879560031,68.4425733640212,85.4775686274696,97.5528320383679,87.9274206643531
ZFHX4-AS1,437.060169703138,10.4960069214783,0.716566930155665,9.4698987995496e-48,6.17014474211431e-46,0.983394839608944,0,1.10471599217192,0,0.512790638632332,0,826.341909912031,699.806472219158,813.138632802401,787.105944444616,768.716316462339,806.001356089903
POU4F2,658.229706588977,10.3885744057039,1.49003768542553,2.81015521936621e-19,4.04004963092686e-18,0,0.714884135313271,0,0,0,0,74.0007680518237,121.864109343691,64.8672150539604,455.880366013171,478.008876988003,349.045215364553
UNCX,887.412097723195,10.3438783757273,0.720311893812167,2.17475125174398e-45,1.27353888747416e-43,0.983394839608944,0,0,0,2.05116255452933,0,458.804761921307,731.184656062144,671.656596818567,1209.15143954275,1180.38926766425,911.247814157841
BMP5,1055.17686988755,10.3027585552803,0.678072282202038,2.48719576119823e-53,2.04553563154428e-51,1.96678967921789,1.42976827062654,2.20943198434384,1.36330043424008,0.512790638632332,1.76395412465286,3880.92916894008,2348.98543699006,3763.8307695483,676.697418300801,671.163484423971,1032.48107598293
TBX2,119.097571981476,10.267468235873,2.64628259652428,3.03779245852352e-12,2.52873048736682e-11,0,0,0,0,0,0,46.0449223433569,74.4319709763859,31.6674593176815,64.1081764706022,79.9933222714617,106.578691714367
MAB21L2,2964.78660497607,10.259289412642,0.744528714204789,1.421589757723e-42,7.2715616342066e-41,1.96678967921789,0,0.552357996085961,0,1.538371915897,0,542.672299046707,715.860426743476,501.571694354245,1611.60832516375,1638.88757824458,897.925477693545
LBX1,637.257546674486,10.1483069453611,1.11566464057262,3.13007633942001e-24,6.12775446728346e-23,0,0,0,0,1.02558127726466,0,37.8226147820432,97.053452351562,60.270325798168,772.859683006705,612.63178520095,459.620608018209
HOXD8,364.131717676198,10.136143763152,0.971330264276504,1.09820274719371e-32,3.52971199062117e-31,0,1.42976827062654,0,0,0,0,217.068919618683,256.863272389097,181.32174286737,486.153671568733,474.106763706468,418.321364978892
HOXA1,69.4428437079322,10.1349436521934,2.39344745357656,1.98234024548131e-23,3.69746675581574e-22,0,0,0,0,0,0,47.6893838556197,63.4860928916233,32.1782247905473,60.5466111111243,58.5316992230207,70.6083832607684
SUCNR1,22.445638488435,10.0819521496916,2.50792913876733,2.59232873108081e-20,3.97557543745048e-19,0,0,0,0,0,0,64.9562297343785,79.5400474159418,50.0550163408514,49.8619150326906,17.5595097669062,31.9736075143102
TRDC,85.0238838290615,10.0610964346509,1.25769086681244,8.23465109221438e-19,1.142736631097e-17,0,0,0,0,1.02558127726466,0,858.408909401154,359.024801180214,613.429332911862,21.3693921568674,27.314792970743,37.3025421000286
ASCL1,1727.52581444717,10.0520236021543,0.615115942634212,4.76072753258532e-59,4.75435155821132e-57,0,1.42976827062654,1.10471599217192,0,1.538371915897,1.76395412465286,516.360914850503,974.912874749525,427.5107007887,1855.57555228799,1980.32249037887,1665.29205803699
GSX1,75.7250425233206,9.90021449148045,1.3103459425565,6.20178007267047e-26,1.33912953885751e-24,0.983394839608944,0,0,0,0,0,91.2676139305825,175.863774561853,106.239218356093,203.00922549024,228.273626969781,213.157383428735
STMN4,6070.30679984032,9.74380267186818,0.427078679054731,3.72296920607071e-119,1.95194112046411e-116,2.95018451882683,2.14465240593981,1.65707398825788,9.54310303968057,3.58953447042632,8.8197706232643,3277.41179393966,4357.18920294118,3258.17295141113,4206.2086895434,4343.05208234814,3818.18163066721
SST,2681.34472730543,9.73404254119411,0.777095655991985,3.00162111253557e-38,1.26373144832034e-36,0.983394839608944,3.57442067656636,0.552357996085961,6.81650217120041,1.02558127726466,4.40988531163215,1905.93089271252,2251.9319846385,1250.86464304842,2703.22810784373,3102.1800588201,4145.91110768889
POU3F2,6137.45757438373,9.73167741278511,0.189086036868611,0,0,9.83394839608944,7.14884135313271,18.7801718669227,23.1761073820814,17.4348817134993,15.8755871218757,9516.49877146452,13757.5093021353,12783.9490203589,16507.8554411801,14271.9793272132,11323.9859946515
WNT7A,1190.39373442685,9.73090310081994,0.482042375323447,2.41534762524604e-92,6.18679309657488e-90,1.96678967921789,3.57442067656636,3.31414797651577,5.45320173696033,2.05116255452933,2.64593118697929,703.007296492325,1995.79843745505,841.741499282888,4467.98374346503,4536.20668978411,3589.03744348132
KLHL40,11.6480319094302,9.7087266340368,2.91946326815045,1.05107070174648e-10,7.64549694279282e-10,0,0,0,0,0,0,4.11115378065687,27.729557814732,2.55382736432915,40.9580016339959,74.1401523491596,69.2761496143388
GRIA2,1606.01665797323,9.70442712578642,1.10385674623637,6.87355395711586e-23,1.23934499210652e-21,0,0.714884135313271,0.552357996085961,0,0,0,101.95661376029,166.377346888392,140.971270510969,349.033405228834,382.407101590402,428.979234150329
NDST4,239.033889343548,9.69988706657794,0.82906716090813,1.0775923763365e-33,3.6340313756755e-32,0,0,0,1.36330043424008,1.02558127726466,0,374.114994039775,397.700237079709,281.431775549072,320.540882353011,378.504988308867,362.367551828849
TLX3,328.976597477006,9.6279387540708,0.732860370090148,2.77412480906234e-39,1.24114343957449e-37,0,0,0,2.72660086848016,0.512790638632332,0.88197706232643,393.026301430797,674.995815227029,297.265505207913,373.96436274518,481.910990269537,430.311467796758
PRSS56,255.741168901803,9.62249263992738,1.09888353888716,5.58657075849944e-20,8.4212660288162e-19,0.983394839608944,0,1.10471599217192,2.72660086848016,1.02558127726466,0,2141.0888889661,1344.15382880885,1542.00096258194,21.3693921568674,39.0211328153472,97.2530561893602
NYAP2,213.344364927379,9.56102640333695,2.37437959582537,2.12993367058423e-17,2.67077445128751e-16,0,0,0,0,0,0,29.6003072207295,24.8106569921286,33.7105212091448,56.9850457516464,64.3848691453228,35.970308453599
HOXD9,196.322732021367,9.49876519386387,1.30079105999367,4.02092686720374e-24,7.82157687124762e-23,0,0,0,0,0,0.88197706232643,37.0003840259118,89.7562002950536,59.7595603253021,261.775053921626,234.126796892083,106.578691714367
SERPINB2,23.4429310489043,9.47178611578543,3.00693794820462,1.09338106552221e-06,5.09278201743445e-06,0,0,0,0,0,0,0,0.729725205650842,0.51076547286583,165.612789215722,95.6017753976005,51.9571122107541
EVX2,142.596069896221,9.4573053959679,1.07397369934677,1.27048513831695e-20,1.98746521287763e-19,0,0.714884135313271,0,1.36330043424008,0.512790638632332,0,534.449991485393,405.727214341868,792.197248414902,121.093222222249,64.3848691453228,35.970308453599
PAX6,1936.99262156805,9.42029303324082,0.526286878391991,3.64914651637851e-73,5.37048734022284e-71,1.96678967921789,4.28930481187963,0.552357996085961,9.54310303968057,12.306975327176,8.8197706232643,1053.27759860429,2141.74347858522,1226.85866582372,8248.58537255082,7638.38674860421,6294.80397937982
ONECUT3,802.874233025395,9.36999212233519,0.815638398043737,2.76503155640183e-32,8.74464032752718e-31,1.96678967921789,5.71907308250617,1.10471599217192,4.08990130272024,1.02558127726466,2.64593118697929,695.607219687142,1147.85774848878,922.953209468555,3771.6977156871,3258.26459008149,2102.2646940659
PAX3,4523.82161657655,9.35525567848738,0.316455883339307,2.21400383941815e-193,3.7145449415838e-190,14.7509225941342,13.5827985709522,11.5995179178052,6.81650217120041,9.23023149538198,14.1116329972229,4392.3566992538,7068.84806713971,4353.76489070833,10246.6235392179,10890.7981687634,9969.10437623264
SCML4,68.4271648678559,9.26862904516898,1.41430301574643,3.41305354570562e-18,4.5356440287585e-17,0,0,0,0,0,0.88197706232643,18.9113073910216,26.9998326090812,27.5813355347548,263.555836601365,236.07785353285,134.555598289389
CNGA3,217.456137468804,9.2577820986086,0.753200981839091,1.08952386372638e-34,3.81219741890915e-33,1.96678967921789,0.714884135313271,0,0,1.02558127726466,0,633.939912977289,477.970009701302,846.33838853868,192.324529411807,210.714117202875,150.542402046544
SLC6A5,979.072864478591,9.24680566796739,0.942462692839489,1.58420839399196e-23,2.96806882525963e-22,0,0,2.76178998042981,1.36330043424008,3.07674383179399,0.88197706232643,64.9562297343785,161.998995654487,116.965293286275,2247.34774183056,2073.9732091357,1333.56588007602
DIO3,756.602925020439,9.23915587533234,0.686244393037865,1.30100578098802e-42,6.68533675054412e-41,4.91697419804472,1.42976827062654,0.552357996085961,0,2.05116255452933,1.76395412465286,2414.06950000171,1298.18114085285,2459.84651732184,322.32166503275,275.098986348197,218.486318014453
NSG2,10819.4019023948,9.14084535406415,0.442742224282468,3.35635647563079e-94,9.0098033231833e-92,0.983394839608944,6.43395721781944,6.62829595303153,2.72660086848016,8.71744085674965,5.29186237395858,1776.01843324377,1968.06887964032,1512.88733062859,5440.29108660249,4787.8929964431,3530.41916303842
KCNQ1DN,11.8409524412643,9.11154339561327,2.47472367529775,1.13610266239347e-14,1.14790499357461e-13,0,0,0,0,0,0,27.9558457084667,25.5403821977795,26.0490391161573,40.9580016339959,23.4126796892083,25.3124392821623
ZEB1,7764.85481812217,9.08973403300168,0.200756745309875,0,0,9.83394839608944,24.3060606006512,15.4660238904069,23.1761073820814,18.9732536293963,29.9872201190986,9255.85162177087,11148.0119667279,10065.144408294,12278.4965768001,12352.1395926981,11184.1014617764
NEUROD1,531.492759284818,9.08664286187279,0.596401161861095,2.02522746835711e-53,1.68209177477037e-51,0.983394839608944,0,3.86650597260173,4.08990130272024,3.07674383179399,2.64593118697929,390.559609162403,785.184321280306,300.840863517974,1928.58764215728,2434.91868767766,2633.8259189913
HOXA10-AS,27.975844601798,9.05274489436512,2.38916572848367,6.57564902643387e-16,7.34846559941629e-15,0,0,0,0,0,0,11.5112305858392,18.9728553469219,23.4952117518282,49.8619150326906,29.2658496115104,38.6347757464582
RFX4,2550.96684679472,9.03976873151602,0.261777781196449,1.20178878665992e-257,4.48066919293041e-254,2.95018451882683,9.29349375907253,10.4948019256333,4.08990130272024,10.768603411279,7.93779356093787,3865.30678457359,5024.8877661117,4303.70987436748,4475.10687418398,4477.67499056109,3939.4148924923
NEUROG2,291.647952335422,8.98477576601947,0.737810791331895,1.31967985792193e-33,4.44596964182433e-32,0.983394839608944,0.714884135313271,0.552357996085961,0,1.02558127726466,0,217.068919618683,217.458111283951,228.312166371026,566.288892156986,517.03000980335,325.065009728821
VXN,8.70800998661577,8.9745850355441,2.48410660724582,1.5036583829082e-14,1.50567761976976e-13,0,0,0,0,0,0,10.6889998297079,17.5134049356202,10.2153094573166,46.3003496732127,39.0211328153472,31.9736075143102
FAP,20.5251847425448,8.94283073577286,2.43907618073041,5.4276419990962e-14,5.23346342757681e-13,0,0,0,0,0,0,31.2447687329922,29.9187334316845,19.9198534417674,24.9309575163453,25.3637363299757,25.3124392821623
EBF1,3224.5266731232,8.91404591718992,0.325984813949531,2.26359984931921e-165,2.92134972861177e-162,3.93357935843578,5.0041889471929,3.86650597260173,6.81650217120041,12.8197659658083,16.7575641842022,3082.54310473652,3777.05766444876,3487.50664872789,4683.45844771344,5068.8451527136,4281.79893962471
PAX2,1562.64116438006,8.90751892317875,0.715468501945234,2.6517832500518e-36,1.02512196953327e-34,1.96678967921789,0.714884135313271,0.552357996085961,1.36330043424008,4.61511574769099,0.88197706232643,97.0232292235021,207.241958404839,146.589690712493,2099.54277941222,1832.04218568055,1188.3524126152
ZEB2,5883.35132963904,8.90289630423886,0.252834138832377,3.50229720933673e-272,1.95865971432156e-268,19.6678967921789,17.1572192475185,19.8848878590946,8.17980260544049,16.4093004362346,21.1674494958343,4291.22231624964,6755.06622870985,5088.75640616227,12380.0011895452,12252.635704019,10170.2716568435
TRIM48,8.11287774733401,8.89540898003613,2.60716286017589,2.86377924868761e-10,1.98705774792623e-09,0,0,0,0,0,0,22.2002304155471,24.0809317864778,13.7906677673774,10.6846960784337,40.9721894561145,45.2959439786061
PALMD,146.955635019959,8.88859779717211,1.15594428444568,3.80284910493492e-18,5.03172719700675e-17,0,0.714884135313271,0,0,0,0.88197706232643,71.5340757834295,94.1345515289587,77.1255864027403,245.748009803975,226.322570329014,225.147486246601
SCGN,53.7116700356263,8.86452993491922,2.50510089948784,5.28870023179924e-11,3.95063081651878e-10,0,0,0,0,0,0,57.5561529291962,41.594336722098,55.1626710695097,0,1.95105664076736,1.33223364642959
TFAP2A-AS1,30.2124736017805,8.83896532264374,2.34643236856938,1.3313421164521e-16,1.56858092407129e-15,0,0,0,0,0,0,13.9779228542334,17.5134049356202,16.8552606045724,26.7117401960843,42.9232460968819,34.6380748071694
DCC,5954.30610844515,8.80017837093087,0.283081022489084,2.21267731483207e-213,4.36743454701117e-210,15.7343174337431,17.8721033828318,19.8848878590946,16.359605210881,29.2290664020429,50.2726925526065,7156.69650136748,10892.6081447501,10253.6168677815,15592.5331437943,14063.2162666511,9958.4465070612
MSX1,800.501547828962,8.78789475895811,0.611362785756992,6.57641802548236e-48,4.30999427431759e-46,3.93357935843578,5.71907308250617,2.20943198434384,2.72660086848016,4.61511574769099,1.76395412465286,3268.36725562221,1328.82959949018,3752.08316367239,502.180715686384,583.36593558944,560.870365146858
MEIS1,2182.3812924723,8.73907109106027,0.395976582899777,7.47490930167951e-108,2.84383429320664e-105,4.91697419804472,3.57442067656636,6.07593795694557,2.72660086848016,5.12790638632332,2.64593118697929,1074.65559826371,1248.55982686859,1126.74863314202,2874.18324509867,2881.71065841339,2231.49135776957
SMIM18,269.311672372104,8.7268911878679,0.881843928733259,5.33884935263281e-25,1.09436881129653e-23,0.983394839608944,1.42976827062654,0,0,0,0,304.225379768608,183.161026618361,266.108811363097,97.9430473856423,136.573964853715,123.897729117952
POU4F1,2588.45623790862,8.71726365638157,0.394503602046943,4.4552843098819e-109,1.82313493924496e-106,11.8007380753073,6.43395721781944,6.62829595303153,4.08990130272024,8.71744085674965,5.29186237395858,1003.94375323641,2721.87501707764,1185.99742799446,4387.84852287677,5064.94303943206,4440.33474354983
TRIM67,1234.01713623243,8.68602889796787,0.732530499763655,7.51567656656632e-34,2.54501514626094e-32,4.91697419804472,0.714884135313271,1.10471599217192,0,0,0,281.20291859693,478.699734906953,455.60280179632,593.000632353071,655.555031297832,398.337860282448
VAX2,8.78579586862094,8.64629859354966,2.39420178887309,4.84122668575635e-16,5.46041551060686e-15,0,0,0,0,0,0,19.733538147153,29.9187334316845,24.005977224694,10.6846960784337,19.5105664076736,13.3223364642959
SCN3A,2774.20491161666,8.60337774630536,0.383919611098274,7.48294476535465e-113,3.34786948801967e-110,6.88376387726261,3.57442067656636,3.86650597260173,6.81650217120041,5.64069702495565,2.64593118697929,1507.97120674494,2008.93349115677,1602.27128838011,2225.97834967369,2456.3803107261,1671.95322626914
PDE1A,937.147817486075,8.58366266450438,0.616449722305323,7.38044949422595e-46,4.36774220068345e-44,1.96678967921789,6.43395721781944,4.41886396868769,8.17980260544049,3.58953447042632,6.17383943628501,4546.11385065037,2872.92813464737,3799.58435264891,258.213488562148,347.28808205659,636.807682993345
NBPF4,10.0619096265875,8.51275507020419,2.44114977064577,5.5483090775485e-13,4.91741973315214e-12,0,0,0,0,0,0,16.4446151226275,14.5945041130168,10.7260749301824,26.7117401960843,23.4126796892083,26.6446729285918
ZNF804A,601.88321006119,8.49691849440066,0.776144256887459,1.90482664585495e-27,4.53308213486971e-26,0,0,0,0,2.05116255452933,0,94.556536955108,156.890919214931,125.648306324994,324.102447712489,316.071175804312,170.525906742988
HOXA7,316.540948785962,8.48323505803026,0.717842607401883,7.47097807723922e-33,2.41511242178961e-31,2.95018451882683,1.42976827062654,0.552357996085961,0,0,0,73.1785372956923,150.323392364074,104.706921937495,575.192805555681,540.442689492558,394.341159343159
EVX1,28.9208961436251,8.46116209809108,1.32448563804258,1.58049110474438e-18,2.14971135061605e-17,0,0,0.552357996085961,0,0,0,32.0669994891236,48.8915887786064,78.147117348472,101.50461274512,78.0422656306943,37.3025421000286
