"",baseMean,log2FoldChange,lfcSE,pvalue,padj,GM25256_day0-1,GM25256_day0-2,GM25256_day0-3,NCRM_day0-1,NCRM_day0-2,NCRM_day0-3,GM25256_day14-1,GM25256_day14-2,GM25256_day14-3,NCRM_day14-1,NCRM_day14-2,NCRM_day14-3
GRIA2,1606.01665797323,9.34643528024702,1.10371794249439,2.11759017702845e-21,4.62211543623818e-20,0,0.714884135313271,0.552357996085961,0,0,0,116.260675145789,132.185409108219,80.0913409294463,338.190079502733,199.347481765286,366.424538283241
MUC15,47.6410782217042,9.32086107486912,1.47269316840891,2.25472850741389e-12,2.35884813594097e-11,0,0,0.552357996085961,0,0.512790638632332,0,35.2934192406859,52.4477590977774,39.8219516353113,377.797926651701,381.41818177758,331.762757634826
HOXD1,9.24528529355031,9.07320925736583,2.44796668992584,1.76952058751864e-16,2.64341752160015e-15,0,0,0,0,0,0,30.1032105288204,26.8634863671543,16.107755717654,33.5143322029735,37.21152992952,16.5056098325784
ZEB2,5883.35132963904,8.97587730208356,0.252614659934919,1.07058340290627e-275,8.79216619636777e-272,19.6678967921789,17.1572192475185,19.8848878590946,8.17980260544049,16.4093004362346,21.1674494958343,7736.52510590683,7983.57230559094,8210.03360175648,8396.86359558136,8724.77478526067,11935.2064699374
PAX3,4523.82161657655,8.90904104304927,0.316349081501724,9.12790166907912e-176,2.30655053714807e-172,14.7509225941342,13.5827985709522,11.5995179178052,6.81650217120041,9.23023149538198,14.1116329972229,4975.85309206553,5056.73150520766,5005.48508926098,6128.55265693466,5459.46303394529,7912.78935373809
NTRK2,23619.0866929675,8.82624472433412,0.388045834744005,4.04164267618488e-115,3.79337034036209e-112,7.86715871687155,6.43395721781944,9.39008593346134,2.72660086848016,4.61511574769099,7.05581649861144,2422.78942669885,2545.635136697,2273.43074448333,3896.80280796392,3529.77941045732,3505.79152843965
KLHL40,11.6480319094302,8.80379360951993,2.83919679838713,5.24919951396393e-09,3.87410029282667e-08,0,0,0,0,0,0,7.78531306779837,11.5129227287804,2.23718829411861,30.4675747299759,15.9477985412229,62.721317363798
HOXD8,364.131717676198,8.76528629129586,0.96555078862473,4.93802341779489e-25,1.35178391062135e-23,0,1.42976827062654,0,0,0,0,134.945426508505,140.287095472917,116.333791294168,147.767737440383,171.438834318146,85.8291711294077
TFAP2A,2172.35603717524,8.75953412093228,0.459575474152068,7.87173655123385e-82,2.5602628287924e-79,2.95018451882683,7.86372548844599,6.07593795694557,2.72660086848016,5.12790638632332,11.4657018102436,1642.18203643427,1569.59513202373,1752.61330961252,3264.60063231692,3265.31175131538,5004.50090123777
RHOJ,199.458029424539,8.73132051566941,0.501168002222761,8.97319205630681e-68,1.8195639447511e-65,0.983394839608944,2.85953654125309,1.10471599217192,1.36330043424008,1.538371915897,0.88197706232643,746.871033637457,774.35065464686,730.218259200315,472.247408314627,434.577510248323,788.968149997248
FOXD2,141.526942061095,8.7021901884545,0.659923729923739,2.90924141652425e-41,1.9152020146858e-39,1.96678967921789,1.42976827062654,1.10471599217192,2.72660086848016,0.512790638632332,0.88197706232643,369.023839413643,413.186004599563,337.81543241191,729.698414782923,637.911941648914,1010.1433217538
NDST4,239.033889343548,8.68735263245002,0.826702306568694,1.63246969750998e-27,5.20141896830289e-26,0,0,0,1.36330043424008,1.02558127726466,0,208.646390216996,189.323618206611,236.247083858925,144.720979967386,143.530186871006,130.394317677369
HOXA7,316.540948785962,8.65298555786294,0.717914161155717,4.73017742137736e-34,2.20033149659379e-32,2.95018451882683,1.42976827062654,0.552357996085961,0,0,0,277.676166084808,328.331500042997,283.228038035416,399.125228962685,447.867342366008,311.956025835732
RXRG,157.508496645323,8.600773779935,0.713458094446636,1.23666256159123e-32,5.42381377146488e-31,0,0.714884135313271,1.65707398825788,0,0.512790638632332,0,327.502169718718,343.68206368137,287.702414623653,166.048282278369,115.621539423866,310.305464852474
ZEB2-AS1,7.8884928487274,8.59254412816925,2.40851432203366,6.66109683280801e-15,8.73869931939869e-14,0,0,0,0,0,0,27.5081061728876,17.0561818204154,25.9513842117759,12.1870298919904,17.2767817529914,16.5056098325784
SLN,90.1384733110542,8.58965691055502,1.15892530785243,1.97155395510536e-14,2.48906792564224e-13,0,0.714884135313271,0,0,1.538371915897,0,23.3559392033951,31.1275318222581,12.0808167882405,342.760215712229,300.350205859697,599.153636922596
EN2,669.189425701081,8.56066399132584,0.335601993789207,7.03407660479944e-143,1.05031552939846e-139,0.983394839608944,3.57442067656636,1.10471599217192,5.45320173696033,7.17906894085265,3.52790824930572,1643.73909904783,1564.90468202311,1914.13830444788,973.439012622731,995.40842561466,1396.37459183613
FLJ12825,98.59468528789,8.51924434357387,0.755799447920194,1.8420062455488e-30,7.01157649667185e-29,1.96678967921789,0.714884135313271,0,1.36330043424008,0,0.88197706232643,373.695027254322,332.5955454981,293.966541847186,190.42234206235,252.506810236029,161.754976359268
PRSS56,255.741168901803,8.43823484918156,1.10285520475168,6.31959848518727e-16,9.00255031389427e-15,0.983394839608944,0,1.10471599217192,2.72660086848016,1.02558127726466,0,815.900809505269,514.243881885525,956.174276906295,15.233787364988,15.9477985412229,11.5539268828049
MSX1,800.501547828962,8.43734589459718,0.611641574081973,2.30643963183078e-44,1.86617098289756e-42,3.93357935843578,5.71907308250617,2.20943198434384,2.72660086848016,4.61511574769099,1.76395412465286,1509.31269341051,1398.18050472855,1880.58048003611,1215.65623172604,887.760785461405,965.578175205837
SCGN,53.7116700356263,8.38399922183752,2.47392125633294,5.62714515067582e-10,4.63638699153434e-09,0,0,0,0,0,0,30.6222314000069,30.2747227312373,43.8488905647248,4.57013620949639,3.98694963530571,4.95168294977352
VAX2,8.78579586862094,8.37569454851174,2.37823346409355,4.16373199783886e-15,5.54432898779921e-14,0,0,0,0,0,0,14.5325843932236,17.0561818204154,16.107755717654,19.8039235744843,21.2637313882971,16.5056098325784
ST18,2162.5369649368,8.36430176056726,0.913054642656052,6.48910371264272e-22,1.47929949313194e-20,0,0.714884135313271,0,1.36330043424008,0,0.88197706232643,211.241494572929,155.21125456578,251.012526600108,100.542996608921,69.1071270119657,127.093195710854
MEOX1,48.6921478327075,8.30815408550549,0.738555488787999,1.58911367206099e-29,5.77460001407117e-28,0,0,0.552357996085961,2.72660086848016,1.02558127726466,0,160.377449196646,154.358445474759,200.899508811851,330.573185820239,243.203927753648,222.825732739809
RFX4,2550.96684679472,8.28168675584424,0.261860652197301,1.33963677815888e-216,7.33451136041987e-213,2.95018451882683,9.29349375907253,10.4948019256333,4.08990130272024,10.768603411279,7.93779356093787,2670.88140312603,2606.18458215947,2978.1450571307,2428.26570597908,2372.2350330069,2375.15725490803
HOXA10-AS,27.975844601798,8.28149025294321,2.33476396305434,2.03273926214967e-13,2.3438218589546e-12,0,0,0,0,0,0,22.8369183322085,13.2185409108219,19.2398193294201,13.7104086284892,30.5666138706771,4.95168294977352
TLX3,328.976597477006,8.26445804724125,0.730946628007844,1.31885925803258e-29,4.83532663240739e-28,0,0,0,2.72660086848016,0.512790638632332,0.88197706232643,169.200804006818,155.637659111291,263.093343388349,152.33787364988,132.898321176857,166.706659309042
HOXB-AS2,31.2878315515386,8.24819817988757,1.33347590066744,5.31426271164327e-17,8.25406761595656e-16,0,0,0,0,0.512790638632332,0,83.5623602610358,47.3309045516528,57.2720203294365,45.7013620949639,71.7650934355028,23.1078537656098
A2M,1079.49290643721,8.17522799572102,0.578715363497754,9.42017192137874e-47,8.57209550186403e-45,4.91697419804472,5.0041889471929,5.52357996085961,6.81650217120041,4.61511574769099,2.64593118697929,434.939490054336,505.289386429806,276.069035494237,2275.9278323292,2356.28723446568,3147.6197950727
POU3F2,6137.45757438373,8.09531816729431,0.189216578439644,0,0,9.83394839608944,7.14884135313271,18.7801718669227,23.1761073820814,17.4348817134993,15.8755871218757,4073.79481794329,4115.65667326624,4668.56453216672,3924.2236252209,4232.8115294829,4146.2091899437
PAX8,967.063686974919,8.09423267021523,0.561518312255001,1.44878404513778e-48,1.40391020303174e-46,13.7675277545252,6.43395721781944,3.86650597260173,2.72660086848016,5.12790638632332,1.76395412465286,2287.84400019035,2269.32499120627,2278.79999638922,863.755743594817,1035.27792196772,990.336589954705
LBX1,637.257546674486,8.09274689628637,1.11169673902211,3.13884446181472e-16,4.58475058117445e-15,0,0,0,0,1.02558127726466,0,43.0787323084843,60.5494454624747,44.7437658823722,124.917056392901,160.806968623997,79.2269271963764
NPR3,658.942545118751,8.07298322072958,0.755091050327349,3.73165167879405e-28,1.23698040008461e-26,2.95018451882683,6.43395721781944,5.52357996085961,9.54310303968057,4.61511574769099,7.93779356093787,969.011966505303,1008.87315467757,1160.65328698874,2391.70461630311,2350.9713016186,3020.52659936185
HOXA4,26.773617645953,8.06168319110974,2.30119339513606,8.21056334801193e-14,9.8007632987715e-13,0,0,0,0,0,0,11.4184591661043,20.0410136389881,6.26412722353211,24.3740597839807,21.2637313882971,9.90336589954705
ZNF503,938.72044784293,8.00510723433079,0.377673636642717,8.93374853621243e-102,5.53723847952035e-99,6.88376387726261,2.14465240593981,6.62829595303153,5.45320173696033,1.02558127726466,4.40988531163215,883.373522759522,1046.39675468249,883.241938518028,1322.29274328095,1383.47152345108,1170.24773712981
SERPINB2,23.4429310489043,7.99905314711393,2.97590095278702,2.85052267127525e-05,0.000126080072372953,0,0,0,0,0,0,0.519020871186558,0.426404545510385,0.447437658823722,54.8416345139567,43.8564459883628,37.9629026149303
GDF10,533.521918648828,7.97300601364758,0.84757740369659,1.77588446399701e-22,4.1669860458787e-21,6.88376387726261,2.85953654125309,2.76178998042981,4.08990130272024,6.66627830222032,3.52790824930572,1471.94319068508,1529.08670020024,1795.11988720077,1070.93525175865,838.588406625968,1005.19163880403
KCNJ16,30.4598381973814,7.96822938685009,1.34282472928257,9.44270216197771e-16,1.3216564380953e-14,0,0,0.552357996085961,0,0,0,43.5977531796709,37.5236000049139,27.7411348470708,50.2714983044603,49.1723788354371,67.6730003135715
NEUROG2,291.647952335422,7.94888328578106,0.738073382448113,8.36397557736671e-27,2.57987415696241e-25,0.983394839608944,0.714884135313271,0.552357996085961,0,1.02558127726466,0,139.616614349184,162.460131839457,148.9967403883,178.235312170359,251.17782702426,135.346000627143
UGT2B7,22.6031241000414,7.9414136046765,1.21355706864416,1.68541036067889e-13,1.96262780391002e-12,0,0.714884135313271,0,0,0.512790638632332,0,131.831301281386,134.317431835771,124.387669152995,24.3740597839807,30.5666138706771,23.1078537656098
PAX6,1936.99262156805,7.88787390170643,0.526580670111926,3.58852088114588e-52,4.09315663005702e-50,1.96678967921789,4.28930481187963,0.552357996085961,9.54310303968057,12.306975327176,8.8197706232643,730.262365759487,634.489963719453,589.722834329666,2498.34112785803,2479.88267316015,2381.75949884106
ZBTB16,2715.82792931857,7.88351688530281,0.34094354106655,1.17138103809062e-119,1.28266223670923e-116,13.7675277545252,11.4381461650123,11.5995179178052,38.1724121587223,43.0744136451159,18.521518308855,5018.93182437402,5564.15291436502,5507.5101424612,5278.50732196833,5404.97472226278,5892.50271023049
NYAP2,213.344364927379,7.82304164682548,2.2583167293719,6.90052173564041e-12,6.94491847474839e-11,0,0,0,0,0,0,12.9755217796639,9.80730454673886,4.47437658823722,16.7571661014868,21.2637313882971,23.1078537656098
ZEB1,7764.85481812217,7.80946701933443,0.200922864394119,0,0,9.83394839608944,24.3060606006512,15.4660238904069,23.1761073820814,18.9732536293963,29.9872201190986,4039.02041957379,4004.36508688803,4181.75235936651,4861.10154816766,4663.40209009592,5534.33097686354
GSX1,75.7250425233206,7.76331737259974,1.29070321771956,1.2258051673521e-16,1.85394566056705e-15,0.983394839608944,0,0,0,0,0,55.5352332169617,66.5191090996201,42.5065775882536,33.5143322029735,22.5927146000657,19.8067317990941
HAGLR,541.523218067895,7.74974117919696,0.474718022495275,4.72539288578671e-61,7.39186458562349e-59,0.983394839608944,2.85953654125309,1.10471599217192,5.45320173696033,6.66627830222032,6.17383943628501,749.46613799339,827.651222835658,661.760297400285,955.158467784745,1253.23116869776,731.198515583224
NEUROD1,531.492759284818,7.74445224609773,0.59748642984201,1.80761321559446e-39,1.0999018480092e-37,0.983394839608944,0,3.86650597260173,4.08990130272024,3.07674383179399,2.64593118697929,262.624560820398,266.929245489501,250.565088941285,882.036288432803,794.731960637605,909.45910177507
TBX2-AS1,9.88213896366948,7.72736834450376,1.29405607523151,5.74902911930253e-17,8.90828332873057e-16,0,0,0.552357996085961,0,0,0,31.1412522711935,34.9651727318516,21.029569964715,44.1779833584651,42.5274627765943,54.4685124475088
KLHL41,93.6524735913364,7.7264726508714,0.666393252965939,3.27911017011646e-32,1.39713059777336e-30,1.96678967921789,1.42976827062654,2.20943198434384,1.36330043424008,1.02558127726466,2.64593118697929,63.3205462847601,81.4432681924836,51.4553307647281,715.988006154434,769.481279614003,752.655808365576
TRGC2,7.68319368000291,7.72260733135699,1.4529214221437,2.17580377890757e-12,2.2791822110049e-11,0,0,0.552357996085961,0,0,0,59.1683793152676,55.4325909163501,68.0105241412058,12.1870298919904,19.9347481765286,9.90336589954705
LIX1,1691.215491166,7.71798297819675,0.352278675068618,5.05607996270164e-107,3.32184453549498e-104,26.5516606694415,7.14884135313271,20.4372458551806,1.36330043424008,6.66627830222032,3.52790824930572,2218.81422432253,2055.26990936006,2391.10684875397,2732.94145327884,2798.83864398461,2340.49547425962
SP9,433.015274023445,7.6920917608355,0.424421764137058,1.07884522281937e-74,2.81270361663621e-72,1.96678967921789,2.85953654125309,1.10471599217192,2.72660086848016,2.05116255452933,5.29186237395858,500.336119823842,516.802309158587,560.639386506124,543.84620893007,575.449730695791,566.142417257439
DMRTA2,12.1819798770537,7.54696973828352,1.25611594098331,1.85014981899337e-17,2.97200105398201e-16,0.983394839608944,0,0,0,0,0,30.6222314000069,39.2292181869554,30.4257608000131,25.8974385204795,31.8955970824457,44.5651465479617
