"",baseMean,log2FoldChange,lfcSE,pvalue,padj,GM25256_day0-1,GM25256_day0-2,GM25256_day0-3,NCRM_day0-1,NCRM_day0-2,NCRM_day0-3,GM25256_day60-1,GM25256_day60-2,GM25256_day60-3,NCRM_day60-1,NCRM_day60-2,NCRM_day60-3
HOXB7,1856.60925614102,13.872238012106,0.983883924236685,2.69346055761287e-58,1.29356987306408e-56,0,0,0,0,0.512790638632332,0.88197706232643,5518.18162518126,3754.07805510891,6452.58769266688,3112.97768248906,4087.45425174407,3278.03292673852
PNOC,119.78685612257,13.780888070509,2.90647273920561,1.43113417765561e-21,1.34552826949018e-20,0,0,0,0,0,0,330.486086372416,256.438424838169,311.673459836601,914.579209636385,615.315693810935,883.279487808753
HOXB4,914.879627687103,13.6082129967676,1.31376590766479,6.00592783214811e-48,1.91362492033041e-46,0,0,0.552357996085961,0,0,0,1504.10770028753,1363.41015903695,1334.94392120622,2615.92376420842,2856.8228641222,2874.46557455004
HOPX,2180.30268107214,13.3889573738073,0.88359268775304,1.75368482115365e-53,7.05122966645013e-52,0,1.42976827062654,0.552357996085961,2.72660086848016,0.512790638632332,0,12235.9053416402,10519.2395502531,20277.2858821594,3607.19129266525,5127.6307817578,3625.76077107702
HOXD4,442.655296319409,13.3160774472993,2.46139539946448,8.94344145984167e-40,2.04590565428829e-38,0,0,0,0,0,0,607.691191499606,354.952893031131,424.030881131288,406.164058937898,430.720985667655,496.210172030492
ARPP21,400.021752097714,13.2402461423836,1.36050912083838,2.7406827485013e-41,6.63948586196665e-40,0,0.714884135313271,0,0,0,0,1262.1832449038,1355.88997062528,1140.79374111463,1763.83133287017,2194.62597459234,2036.87295680036
NR2F2-AS1,273.095028633586,13.2308873265482,2.47863581695235,4.8182431338814e-40,1.1122929511455e-38,0,0,0,0,0,0,437.768062122939,546.717697528882,669.409157521982,244.266496983631,293.007473243303,303.310054003293
IFI44L,391.158461242881,13.1839883346945,1.39870353904316,1.14380468370608e-37,2.4055047285368e-36,0,0,0,0,0,0.88197706232643,2750.45065346978,2344.04272791957,2698.73055209344,690.19486938398,627.035992740668,483.51937479186
NTRK2,23619.0866929675,13.1164223703084,0.387605099094909,9.15815418745848e-251,2.73495786416374e-247,7.86715871687155,6.43395721781944,9.39008593346134,2.72660086848016,4.61511574769099,7.05581649861144,117918.731641546,81121.7764344369,61936.9208666448,26809.6681980057,36860.3401340075,28031.4329406893
NR2F2,10804.0343322487,13.0189523521917,0.449794354885698,2.62981185478256e-181,1.91976265399127e-178,0.983394839608944,1.42976827062654,1.65707398825788,1.36330043424008,2.05116255452933,1.76395412465286,11322.2085146106,12216.5460747685,7106.06878663367,14653.1495109134,18667.5061203308,18670.7008974747
RPE65,291.946788831221,12.9978865818301,1.34661215653228,6.80450581055693e-43,1.75390044735946e-41,0.983394839608944,0,0,0,0,0,2098.1186398458,1168.63727917453,2081.84095548316,880.495512382856,887.812643927207,917.544640353058
HOXA3,348.866207563915,12.9574161974969,2.45149934663327,3.25707723185935e-38,7.00687538091549e-37,0,0,0,0,0,0,470.888672086188,359.465006078137,315.117365470155,266.988961819318,398.490163610892,323.615329585103
HOXC-AS1,185.462241957172,12.9284483217492,2.4928166261124,8.08470923273021e-37,1.63939937219251e-35,0,0,0,0,0,0,443.528168203504,348.184723460623,591.921280767026,176.099102476571,254.916501721673,210.667234161283
SERPINB7,82.5470960381797,12.8843162813299,3.3925716113896,5.37883193436924e-09,2.12577753902827e-08,0,0,0,0,0,0,0.720013260070624,12.7843202998501,0.860976408388402,977.065987934524,295.937547975736,1152.32438926774
HOXC-AS2,419.601370749639,12.8745209615727,2.44594123290268,2.12396945258111e-36,4.22863009195695e-35,0,0,0,0,0,0,619.931416920807,369.993269854484,398.63207708383,187.460334894414,260.776651186539,201.783676094241
NR2F1,8251.69994563381,12.8080282755089,0.520219106916143,1.79637284229071e-130,5.62008074945236e-128,0,0.714884135313271,0.552357996085961,4.08990130272024,1.538371915897,0,7961.90662986096,9354.36236528441,5753.47484905549,6288.44214327626,8007.89424373946,7497.72300858349
CRH,611.684558462865,12.7640526762812,1.31397702981872,3.92521052928269e-24,4.28382610920054e-23,0,0,1.10471599217192,0,0,0.88197706232643,38.8807160438137,275.23889586736,76.1964121423735,7185.97950428589,3656.73326607642,7053.54510523139
ESM1,64.8083386037752,12.6949405335697,3.03355155903446,5.74734238201501e-13,3.09153753478292e-12,0,0,0,0,0,0,2.16003978021187,30.080753646706,7.74878767549561,514.095766907409,524.483377105512,753.833355974711
OPRM1,860.299141636248,12.6647858166572,0.900731393675713,2.11180802716814e-44,5.84931650020855e-43,0,0,1.65707398825788,0,0.512790638632332,0,2622.28829317721,3982.69178282388,2546.76821601289,2632.96561283518,5171.58190274429,3374.48298575212
NMS,67.0081740069627,12.6019109562356,2.77389646790066,9.90293096166168e-26,1.18166103193093e-24,0,0,0,0,0,0,351.366470914464,236.88593496781,515.294380420458,76.6883188204423,152.363886086517,82.4901820511048
MAB21L2,2964.78660497607,12.5854136545476,0.745455611545063,1.0966192428769e-62,6.1369577731697e-61,1.96678967921789,0,0.552357996085961,0,1.538371915897,0,4885.28996957918,3618.71466369874,3155.47853674349,3720.80361684368,7480.48079190152,6302.24990870441
POU4F2,658.229706588977,12.4428552155742,1.50022675600734,9.8392318698274e-27,1.23507362217742e-25,0,0.714884135313271,0,0,0,0,95.0417503293223,174.468371150895,83.0842234094808,1337.78511720105,2317.68911335452,2072.40718906852
