"",baseMean,log2FoldChange,lfcSE,pvalue,padj,GM25256_day0-1,GM25256_day0-2,GM25256_day0-3,GM25256_day14-1,GM25256_day14-2,GM25256_day14-3
HOXB4,924.624392223022,11.6103151202919,1.25845996483468,1.29218232575659e-23,2.02521584375638e-22,0,0,0.815642220826673,1650.93157302036,1508.37778008343,1281.54931334206
NR2F2-AS1,501.763210945683,11.5866331321546,2.41310107387421,2.58875685724046e-20,3.43375610829357e-19,0,0,0,448.647761118608,353.92823338135,403.228911674604
ITGA8,794.417256689857,11.5639799939958,0.811835345105298,2.84745835161695e-43,9.72061285845734e-42,1.44581619947156,0,1.63128444165335,3412.48862138503,3408.65064040184,3721.55000494399
POU3F3,5557.1162995756,11.4759402945823,0.5999826797143,1.89811459124644e-79,1.65593780274811e-77,1.44581619947156,2.13958208937409,3.26256888330669,6873.3758882332,7489.76492422825,7721.90019799303
HOXA-AS2,226.986714981356,11.444600827387,2.45290843891847,1.06060382642443e-19,1.36790698638844e-18,0,0,0,404.858510461484,339.771104046096,316.062265751546
MMRN1,7908.90506674159,11.412572499182,0.571583385753442,5.27461958366515e-87,5.37343524168824e-85,2.89163239894311,3.20937313406114,2.44692666248002,8061.06328324924,7305.72224286995,9278.9227282217
HOXA2,423.985201571964,11.3026818785673,2.41713833276339,2.76808511064039e-19,3.50138294230788e-18,0,0,0,315.743544211897,341.058115803847,336.02409306217
MSTN,561.41685450547,11.2242949870004,1.29237802074046,2.70323497690506e-21,3.77866002503377e-20,0,1.06979104468705,0,1157.72632877696,1079.80286475256,1176.41702283944
NDST4,364.549027101925,11.2239315106578,2.41401165344272,5.69622881124979e-19,7.04197380536686e-18,0,0,0,308.829452002878,285.716610220581,351.328160666981
HOXA1,88.6834830724187,11.2004945122802,2.52669249404199,2.57743418386238e-18,3.09253675910912e-17,0,0,0,269.649596151766,337.840586409471,248.857447139112
HOXB6,1379.38693166331,11.18594703261,2.36361011943709,3.28283228304703e-19,4.13138924377834e-18,0,0,0,317.280009147235,320.465927679841,317.393054238921
VAX1,75.0602455211036,11.1049239442809,2.5481140469031,6.04478386774491e-18,7.0916064967363e-17,0,0,0,241.224994848019,291.508163130458,256.842178063361
URAD,43.0549876239011,11.0812604569248,2.85641966388718,3.13823292301861e-16,3.31341404584504e-15,0,0,0,202.045138996907,289.577645493832,147.717522098617
TLX3,546.261188135417,11.0722382123794,2.4071345921253,6.33069358972504e-18,7.41352084541392e-17,0,0,0,250.443784460045,234.879645789442,391.251815288229
HOXC10,1227.90792666948,11.0465197711898,2.37786934884747,2.82516372472135e-18,3.37969790509958e-17,0,0,0,344.168145515645,315.317880648839,212.926157979989
TRGC1,38.0349281830137,11.0005726636935,2.95602276985103,3.33149113371712e-16,3.50940322567479e-15,0,0,0,170.547607822485,209.139410634434,181.652628526678
HES5,2983.20703424317,10.985935327497,0.827155433864926,5.92940270451198e-38,1.66416156812249e-36,2.89163239894311,0,0.815642220826673,2482.15910303805,2260.63615248852,2543.13679937349
HOXB-AS4,160.785838378048,10.9756669535749,2.46247199031968,9.45638610224571e-18,1.09228554504304e-16,0,0,0,263.503736410415,285.716610220581,226.899437097426
ASCL1,3031.85578378771,10.5621935260511,0.754100736458639,7.17603088829827e-43,2.42403763227805e-41,0,2.13958208937409,1.63128444165335,2105.72519388032,2008.38184796944,2782.01333285729
CDX2,551.302776266033,10.4913263800645,0.67880594834814,2.47936423730428e-53,1.13053390265297e-51,4.33744859841467,2.13958208937409,0,2376.14302249975,3477.50576944149,2316.23736227607
PHOX2B,81.8951185646316,10.4360213981238,2.60180242323279,6.07627673699763e-13,5.08864465966253e-12,0,0,0,206.654533802921,187.903716631553,165.017772434491
HOXA5,971.746745555693,10.434271866397,2.33901855077469,7.70369769387152e-17,8.45541889400314e-16,0,0,0,207.422766270589,185.329693116053,195.625907644115
LUM,880.275131920822,10.4278260607911,1.28261190559147,1.04775882508027e-18,1.28054108189006e-17,1.44581619947156,0,0,659.911689727542,752.901878283964,622.14361784778
FAM181A,369.122322345852,10.4128787632518,2.38797865600806,4.58947217982025e-16,4.78136855704769e-15,0,0,0,214.336858479609,207.208892997809,148.382916342305
HOXC-AS1,277.372280702288,10.2432808122369,2.38024685397705,7.15144965470833e-16,7.36938115506948e-15,0,0,0,165.938213016472,203.347857724558,135.740425712243
HOXB5,1331.00585704014,10.0935080960293,2.32222909874593,1.07809467650358e-15,1.10107943610416e-14,0,0,0,177.461700031504,153.154399172293,147.717522098617
EMX2,37.8649374198037,10.0335612721235,2.52776686162476,7.55086422361041e-15,7.27776709839719e-14,0,0,0,112.930172747321,135.779740442664,141.063579661743
BMP5,2157.37845936369,10.0325032141152,0.579689105474598,3.54342892227465e-66,2.27684758215301e-64,2.89163239894311,2.13958208937409,3.26256888330669,3191.2376706964,2819.19925535217,3302.35163142089
HOXB3,2741.97690578629,10.0023523693756,0.42622358130049,1.28448432764307e-120,2.56833040220409e-118,4.33744859841467,5.34895522343524,4.89385332496004,5460.59638019018,5176.36128967197,4926.57898026199
PRSS56,734.733584390347,9.90759630428499,0.835432181639171,1.01400671404052e-30,2.14473745981552e-29,1.44581619947156,0,1.63128444165335,1207.66143917543,776.06808992347,1421.94749876011
CCDC140,366.438849227759,9.84423542098556,2.33062045026949,4.32522905194043e-15,4.24246720414584e-14,0,0,0,135.208914309718,108.752493529906,155.036858779179
EN2,1164.50271403567,9.73267220848544,0.550565249392362,1.39542591898602e-68,9.5374843278127e-67,1.44581619947156,5.34895522343524,1.63128444165335,2432.99222510725,2361.66657547192,2846.55657449497
HOTAIRM1,82.5492566631485,9.73141766096025,2.40704519821497,1.59316002182912e-14,1.50225563628362e-13,0,0,0,139.050076648062,113.257034682032,95.8167710909949
HOXD3,454.873007429661,9.64160669062275,1.24576214398376,4.61958796702093e-17,5.14580539219161e-16,1.44581619947156,0,0,425.600787088543,431.792444725247,318.058448482608
EN1,123.562177975636,9.4925649335055,1.31513844635545,3.09815572623069e-15,3.0697392778953e-14,0,0,0.815642220826673,312.670614341222,335.910068772845,406.555882893041
TRDC,233.561379297684,9.46097616946389,2.38137337417283,1.96649085923685e-13,1.70634161025749e-12,0,0,0,117.539567553334,72.0726584340205,113.782415670557
HOXB-AS2,50.2641981929393,9.41375929324911,2.44131353585934,3.82504005299348e-13,3.25239538790191e-12,0,0,0,123.685427294685,71.4291525551453,85.1704631919955
ST18,3242.54386434885,9.23345835431862,1.25575156923428,2.0927691427163e-15,2.09680747719648e-14,0,1.06979104468705,0,312.670614341222,234.236139910566,373.286170708668
FAP,24.7551813105046,9.16486707135342,2.48772662137675,1.86305450139961e-12,1.50013633089186e-11,0,0,0,76.0550142992161,81.7252466171482,69.8663955871838
MEOX1,61.3929888086783,9.06628666872749,1.27944353026529,6.98394706189486e-15,6.7394251743561e-14,0,0,0.815642220826673,237.383832509675,232.949128152816,298.762015415672
LBX1,471.776789665906,8.90440442859367,2.3004839761633,2.25234730821229e-12,1.80456855515107e-11,0,0,0,63.7632948165145,91.3778348002759,66.5394243687465
ZBTB16,3258.28188704132,8.76620148394655,0.341712391449303,1.66695411028102e-146,5.77017061485663e-144,20.2414267926018,17.1166567149928,17.1284866373601,7428.80796235778,8397.10821344226,8190.33774554901
RHOJ,314.16584045643,8.73471786583914,0.624069915651201,2.92367139768585e-44,1.03200471090244e-42,1.44581619947156,4.27916417874819,1.63128444165335,1105.48652097548,1168.60667603733,1085.92340569794
ZEB2,7881.37609285245,8.71024168117534,0.274610376693325,9.6105737198405e-222,7.9329125433104e-219,28.9163239894311,25.6749850724891,29.3631199497602,11451.2731630719,12048.36057018,12209.3189774213
HAGLR,572.311663367955,8.70917181934617,0.632811383842934,7.15989763941157e-43,2.42112841184808e-41,1.44581619947156,4.27916417874819,1.63128444165335,1109.32768331382,1249.04491089673,984.118086413761
FLJ12825,135.372154637054,8.69162582732178,0.812928759320089,2.49281703125979e-25,4.25497167923198e-24,2.89163239894311,1.06979104468705,0,553.127376721572,501.934585522642,437.164018102664
GDF10,1243.83670014693,8.65725112378975,0.448639373227418,4.8761476667678e-84,4.63047037429466e-82,10.1207133963009,4.27916417874819,4.07821110413336,2178.70727830886,2307.6120816464,2669.56170567411
UGT2B7,53.2727519853188,8.65551499282954,1.27795730039747,8.53960451967596e-14,7.63206409487531e-13,0,1.06979104468705,0,195.131046787888,202.704351845683,184.979599745115
MSX1,1842.34912414868,8.64948151683098,0.471621178737173,5.16655793307754e-76,4.27562552652011e-74,5.78326479788623,8.55832835749638,3.26256888330669,2234.02001598102,2110.05577683172,2796.65200621841
PAX3,6331.87853274992,8.56750925896697,0.282965828287127,8.77456678431358e-203,6.14067073740484e-200,21.6872429920734,20.3260298490539,17.1284866373601,7365.04466754126,7631.33621758079,7443.76540413167
EBF2,1913.08805663483,8.49665256764465,0.83136473451913,1.4813925986412e-23,2.31837581601641e-22,4.33744859841467,0,0,387.1891637051,356.502256896851,598.854819318718
SCGN,92.1886690030373,8.46803747865691,2.36727642572732,3.31382113964043e-11,2.41682215965802e-10,0,0,0,45.3257155924621,45.688917400138,65.2086358813716
HOXA10,662.590537162821,8.42820665780214,2.24202522695318,2.70215001077685e-11,1.9864720974407e-10,0,0,0,59.1539000105014,73.3596701917708,38.592866133873
POU3F2,9230.82624593801,8.41392174622682,0.295404673039785,4.56096857244751e-177,2.40699508662672e-174,14.4581619947156,10.6979104468705,27.7318355081069,6029.8566387328,6211.11874290326,6942.72353863501
RFX4,4205.28412154352,8.38362889015289,0.299262044025226,5.89189626482913e-171,2.83092424712507e-168,4.33744859841467,13.9072835809316,15.4972021957068,3953.3242786239,3933.10793168512,4428.86408598377
PAX8,1066.71131163127,8.27622017855993,0.312665232444186,2.16856148368637e-156,8.41088328708815e-154,20.2414267926018,9.62811940218342,5.70949554578671,3386.36871748429,3424.73828737372,3388.85288310026
RXRG,245.95659002497,8.27032108396844,0.728701475361989,1.43001434428619e-28,2.77821495300308e-27,0,1.06979104468705,2.44692666248002,484.754687099044,518.665738373397,427.84849869104
ZNF804A,617.810957134166,8.26012563801356,2.21570838931608,3.94036855070696e-11,2.85694469334141e-10,0,0,0,52.2398078014818,43.7583997635124,58.5546934444969
NTRK2,41281.0666138271,8.21133434565981,0.374488865727845,5.0034696565567e-107,7.56205141708325e-105,11.5665295957725,9.62811940218342,13.8659177540534,3586.10915907819,3841.73009688484,3380.86815217601
PAX6,1849.76524996806,8.17084770782566,0.528532448271792,1.00810385489289e-53,4.66277001389537e-52,2.89163239894311,6.41874626812228,0.815642220826673,1080.90308201007,957.536747766271,876.989613180079
TFAP2A-AS1,40.092044174665,8.13998262698899,2.33156253562261,1.30306435486757e-10,9.01143882103044e-10,0,0,0,51.4715753338129,43.7583997635124,33.9351064280607
HOXC5,19.9665469452743,8.12021531914628,2.38904674154787,5.1308930750093e-10,3.37433523739937e-09,0,0,0,49.1668779308064,46.3324232790131,30.6081352096234
TFAP2A,2039.6026706091,8.11130871928453,0.408616220065107,1.02969150829443e-87,1.07274527621405e-85,4.33744859841467,11.7677014915575,8.9720644290934,2430.68752770424,2368.74514013955,2606.3492525238
HOXD9,228.864319628244,8.09487917030037,2.26414637656655,1.37940702632049e-10,9.50875181826747e-10,0,0,0,39.9480883187802,57.9155290987664,35.2658949154356
PAX2,943.932905271399,8.06371572225391,0.738369303928259,5.77949192558889e-27,1.05532276839794e-25,2.89163239894311,1.06979104468705,0.815642220826673,377.202141625405,393.825597871612,501.041865496661
SP9,510.709732904599,8.0317157893423,0.542047371121046,5.06498845188811e-49,2.04325950179426e-47,2.89163239894311,4.27916417874819,1.63128444165335,740.576098832771,779.929125196721,833.738987340393
SLC18A3,57.9473235642724,7.96417839299923,2.32762879401052,8.42667903407384e-10,5.43521641885203e-09,0,0,0,34.5704610450982,36.6798350958854,48.5737797891849
HOXD1,11.2286849882879,7.92471931574701,2.43472776880673,2.55646353447152e-09,1.56757474479442e-08,0,0,0,44.5574831247933,40.5408703691365,23.9541927727487
FOXD2,129.64682009736,7.91430707842239,0.695763504140647,3.32663178504969e-30,6.92249065444859e-29,2.89163239894311,2.13958208937409,1.63128444165335,546.213284512552,623.557196630052,502.372653984036
ZEB1,12656.3368091524,7.904204624054,0.230864811380367,1.51095851758824e-256,1.8707990999308e-253,14.4581619947156,36.3728955193596,22.8379821831468,5978.38506339899,6043.16370851684,6218.77460150305
FZD10,2959.19860000059,7.84530160677514,0.302396491842628,2.0423915919025e-149,7.30540779183614e-147,14.4581619947156,16.0468656703057,9.78770664992007,2859.36124466346,3005.81596022598,3283.05519835395
ZEB2-AS1,14.7485199349477,7.83841919003075,2.39220670980407,2.21616706783472e-09,1.3703966624613e-08,0,0,0,40.716320786449,25.7402351550073,38.592866133873
TLR4,145.802020058651,7.82660401379515,0.640662272473457,2.23166909174336e-34,5.50091052078118e-33,4.33744859841467,0,3.26256888330669,546.213284512552,613.904608446924,639.443868183654
HOXD8,517.793449600803,7.82283692378394,0.954749275919675,4.45394511723508e-15,4.36605972028111e-14,0,2.13958208937409,0,199.740441593901,211.713434149935,173.002503358741
PTCHD4,2891.05804159921,7.81258291992112,0.270977926475565,3.33980978580265e-181,1.82229079024676e-178,13.012345795244,23.535402983115,35.0726154955469,5930.75465040352,5611.37126379159,5598.62716638633
FAM181A-AS1,96.8815128471897,7.77367811105147,2.30234317883287,2.08360450062163e-09,1.29239684169579e-08,0,0,0,36.1069259804359,30.8882821860088,41.9198373523103
HOXA6,158.327346737536,7.717338636314,2.26307011439694,1.29215735554141e-09,8.17875139394201e-09,0,0,0,33.8022285774294,39.2538586113861,32.6043179406858
DCN,247.967117410151,7.70132764256981,0.834794293316702,3.25222469648259e-19,4.09447076375313e-18,0,0,2.44692666248002,249.675551992376,277.351033795204,224.237860122676
NPR3,382.264080104901,7.63684831788288,0.380723659958985,2.87652180356377e-89,3.16044334130802e-87,4.33744859841467,9.62811940218342,8.15642220826673,1434.29001713774,1522.53490941868,1726.03266812528
LGR5,1232.52018849411,7.61538980786767,0.753950652499795,3.69009178744994e-23,5.6783668652767e-22,1.44581619947156,0,2.44692666248002,337.254053306625,312.743857133339,284.123342054548
HOXA7,302.152704056034,7.57893519288139,0.63099615303939,4.53654051403252e-33,1.05368190640501e-31,4.33744859841467,2.13958208937409,0.815642220826673,411.004370202835,495.499526733891,421.194556254165
GRIA2,1261.0474570449,7.5536788671722,0.963101490195937,5.57066708052926e-14,5.06012738872455e-13,0,1.06979104468705,0.815642220826673,172.084072757822,199.486822451307,119.105569620056
TRGC2,18.6102510209045,7.54797612210071,1.31930884884377,1.80779154739476e-10,1.2355928979561e-09,0,0,0.815642220826673,87.5785013142489,83.6557642537737,101.139925040495
NEUROG2,483.366894635912,7.50721048220291,0.815992562947721,3.89140776243357e-19,4.87061425693085e-18,1.44581619947156,1.06979104468705,0.815642220826673,206.654533802921,245.175739851445,221.576283147926
ZNF503,1258.89243269626,7.45709954285756,0.424983627660652,1.83291546404794e-69,1.29114255183001e-67,10.1207133963009,3.20937313406114,9.78770664992007,1307.53165997238,1579.1634267597,1313.48823703906
LEF1,1333.45419332751,7.41607737308512,0.293340711710927,6.10339181887618e-143,1.96480389433262e-140,30.3621401889027,11.7677014915575,18.7597710790135,3122.86498107387,3410.58115803847,3688.28029275962
HOXA10-AS,51.3121564409247,7.3526250664537,2.27466292756434,7.0411187145413e-09,4.13099496370537e-08,0,0,0,33.8022285774294,19.9486822451307,28.611952478561
GREM1,815.349591121896,7.31292364718539,0.577020521709981,1.81482091475197e-38,5.19313021223959e-37,13.012345795244,8.55832835749638,4.89385332496004,1265.2788742506,1416.35643940428,1642.85838766435
GDF7,949.316982013595,7.30895174631694,0.561460836900303,5.46913808081966e-40,1.64237400277748e-38,11.5665295957725,13.9072835809316,10.6033488707467,1818.40625097217,1843.6443429774,2402.73861395544
GSX1,130.341060612611,7.28852010457461,1.25583615971381,1.99620028450838e-10,1.3606114664174e-09,1.44581619947156,0,0,82.2008740405669,100.386917104528,63.2124531503092
COL3A1,446.30671716969,7.25369459091195,0.943455660484766,6.57254470423251e-16,6.7902233350017e-15,4.33744859841467,2.13958208937409,0.815642220826673,389.493861108107,388.034044961735,456.460451169601
RAB7B,93.1317022799835,7.2094978008416,0.765907557730544,1.47474054021993e-20,1.98639529166359e-19,0,2.13958208937409,1.63128444165335,235.079135106668,245.81924573032,216.918523442114
SLC30A8,12.4637810733802,7.19680615220428,2.42605623909525,1.5070975285984e-07,7.756432236713e-07,0,0,0,29.9610662390851,21.8791998817562,21.2926157979989
TBX15,190.0471158652,7.19322349094342,0.529457412109658,3.40473910322582e-42,1.12185630717549e-40,5.78326479788623,1.06979104468705,4.07821110413336,493.97347671107,625.487714266677,511.68817339566
VAX2,15.1384519208487,7.19238666170567,2.32409895792025,2.01708431869693e-08,1.1332282441098e-07,0,0,0,21.5105090947278,25.7402351550073,23.9541927727487
CEACAM21,13.6569513949543,7.11791151341498,2.33909814812958,3.99926496327284e-08,2.18395823066462e-07,0,0,0,23.8152064977343,21.235694002881,23.2887985290613
S100A9,4.45799300745152,7.115917560018,2.79817000239809,6.43900871375252e-06,2.74476388391315e-05,0,0,0,16.1328818210458,22.5227057606314,25.9503755038111
MSX2,1912.57850444745,7.09969143662016,0.33092090692168,6.7005443206784e-104,9.41938527385498e-102,20.2414267926018,10.6979104468705,9.78770664992007,1713.15840290153,1628.06987355421,2084.01477122914
DCC,9866.87549160084,7.07150503127178,0.307568164802586,9.46175706223616e-118,1.77088885667155e-115,23.1330591915449,26.7447761171762,29.3631199497602,3573.81743959549,3021.26010131898,4420.87935505952
HOXB2,2270.96954458055,7.05180723397845,0.30264825498359,4.06472551561699e-120,8.07726196288531e-118,8.67489719682934,16.0468656703057,12.2346333124001,1620.97050678127,1882.89820158878,1600.93855031204
NEUROD1,354.525262250398,7.04096082596251,0.59497507456477,7.97143092706023e-32,1.75524148019099e-30,1.44581619947156,0,5.70949554578671,388.725628640438,402.834680175864,372.62077646498
WNT3A,698.311945288622,7.01690305928366,0.611394285475662,8.73140000838557e-31,1.85165500046079e-29,1.44581619947156,3.20937313406114,13.0502755332268,828.15460014702,763.841478224842,1089.25037691638
HOXC4,1957.7836538779,7.01495644414691,0.289238077349594,1.01354442575886e-128,2.31404412439923e-126,8.67489719682934,11.7677014915575,23.6536244039735,2043.49836399914,2222.02579975601,1940.95500883634
UNC5C,2990.2317195448,6.98344175830167,0.261957765338013,5.47499283504661e-158,2.20313711682276e-155,49.1577507820329,40.6520596981078,41.5977532621603,5399.90601524434,5334.66373587526,6008.51002049781
MUC15,13.8932716658359,6.96595291925692,1.31843742156749,4.06929765252598e-09,2.44377900073334e-08,0,0,0.815642220826673,52.2398078014818,79.1512231016475,59.2200876881844
LIX1,2891.01341623516,6.95783456995756,0.282054547499269,5.03804751156921e-136,1.32938381551177e-133,39.037037385732,10.6979104468705,30.1787621705869,3284.19379928433,3101.69833617838,3555.86683826581
MGAM2,8.73992542318307,6.94053425183022,2.35658956325239,1.5390373234222e-07,7.91448714306827e-07,0,0,0,16.9011142887147,16.7311528507547,28.611952478561
CLEC18C,31.7714486913624,6.92766585191971,1.25762924405523,1.2716337648115e-09,8.05359711918394e-09,0,0,0.815642220826673,58.3856675428326,62.4200702508927,65.874030125059
EBF1,4457.40677814388,6.89396542191239,0.385695191681164,2.14915519177036e-71,1.60523443001094e-69,5.78326479788623,7.48853731280933,5.70949554578671,688.336291031289,775.424584044595,867.008699524767
ONECUT3,456.980729087061,6.86208188795659,0.496602145045791,6.50584724225676e-44,2.27895793713525e-42,2.89163239894311,8.55832835749638,1.63128444165335,487.82761696972,399.617150781488,670.052003393277
GREB1L-DT,50.153923127142,6.83321425505784,0.983228519661534,1.73312818094555e-11,1.29492111381567e-10,0,0,1.63128444165335,102.174918199957,102.960940620029,92.4897998725576
NEUROG1,362.294703039844,6.82534570596257,0.464345137688648,5.19798165139565e-49,2.09428567361363e-47,5.78326479788623,2.13958208937409,8.15642220826673,599.221324781703,712.361007914827,655.413330032153
AMER2,1934.55173133299,6.78564221872112,0.339935908530735,3.20540209757042e-89,3.497908621186e-87,10.1207133963009,12.8374925362446,9.78770664992007,1193.83325475739,1119.70022924282,1369.3813535088
HOXA4,37.9322779045589,6.73322141889975,2.24487828123716,1.02224339179985e-07,5.36748642453445e-07,0,0,0,16.9011142887147,30.2447763071336,9.31551941162451
SCRG1,503.252557720756,6.70844818639967,0.491623234700293,1.12947039831657e-42,3.77961653457452e-41,2.89163239894311,6.41874626812228,4.89385332496004,542.372122174208,520.596256010023,550.281039529533
KANK4,805.000318189224,6.70633652318075,0.384485381226942,7.85260856546333e-69,5.44808566679731e-67,15.9039781941871,27.8145671618632,31.8100466122402,2476.78147576437,3109.42040672488,2706.82378332061
KCNJ16,23.0128254636439,6.70172364735857,1.27286283296328,5.78962972866089e-09,3.42546885177452e-08,0,0,0.815642220826673,64.5315272841834,56.6285173410161,41.2544431086228
PRTG,32019.0788949393,6.69118187074085,0.147640114849665,0,0,1411.11661068424,1319.05235809913,1443.68673086321,141718.916240743,133396.19466731,158020.486567874
HOXB1,159.387375050641,6.67735635747031,0.488007382956935,1.07483769790198e-42,3.60053851934032e-41,4.33744859841467,4.27916417874819,3.26256888330669,449.415993586277,416.991809511118,379.940113145542
DAPL1,38.8879895952965,6.66554666272968,2.23562690751909,1.30613053938489e-07,6.76648766074643e-07,0,0,0,21.5105090947278,16.7311528507547,16.6348560921866
CTXND1,209.162372504298,6.61540801813153,0.484573140740561,1.66583799656046e-42,5.53994388277626e-41,2.89163239894311,5.34895522343524,4.07821110413336,425.600787088543,355.215245139101,516.345933101473
DMRTA2,16.4732181773697,6.56711580078276,1.26819996432174,9.11181152896383e-09,5.29854473880787e-08,1.44581619947156,0,0,45.3257155924621,59.2025408565168,45.2468085707476
TKTL1,630.500844575133,6.53693208538394,0.44211780654401,1.82627371283849e-49,7.44194979287299e-48,2.89163239894311,6.41874626812228,7.34077998744005,527.7757052885,485.846938550763,697.333167384463
CDH6,5464.12980950481,6.52989201757562,0.249260843004195,2.94309403899278e-152,1.07663731026427e-149,170.606311537644,247.121731322708,227.564179610642,19576.0997411376,19845.7213045106,21142.9020931692
POU4F1,3255.02727485628,6.51921444807639,0.421082311683284,1.25325130646542e-55,6.1501015331913e-54,17.3497943936587,9.62811940218342,9.78770664992007,1044.79615602964,1052.7756178398,1300.18035216531
CDH10,990.859537858764,6.47957121383213,0.36820202433016,1.89098093337971e-69,1.32913664208209e-67,7.22908099735778,8.55832835749638,4.89385332496004,543.908587109546,649.940937663934,653.417147301091
SLC18A1,19.1245889561553,6.47115235238601,1.32588173221932,4.24155033789459e-08,2.31195375004237e-07,1.44581619947156,0,0,36.1069259804359,65.6375996452686,44.5814143270601
LRRC53,16.0681163026221,6.4612365705857,2.29655675926064,7.35102836427104e-07,3.51208526421213e-06,0,0,0,10.7552545473639,18.6616704873803,18.631038823249
STOML3,95.063432572687,6.41865208912478,0.891987022851959,5.74283792846303e-14,5.20623595024168e-13,2.89163239894311,2.13958208937409,2.44692666248002,261.199039007409,175.03359905405,315.396871507858
CNTNAP4,69.132295419735,6.40678168815689,1.25383623218901,1.63991262745331e-08,9.27967433696204e-08,0,1.06979104468705,0,39.1798558511113,54.0544938255153,42.5852315959977
LETR1,110.120632668521,6.36382993920803,0.731518330453081,8.33840208286694e-18,9.67663445752171e-17,2.89163239894311,0,1.63128444165335,141.354774051068,125.483646380661,128.421089031681
SCN3A,2809.08156924697,6.35612136804441,0.380484723578216,4.48359272960385e-63,2.65323193293028e-61,10.1207133963009,5.34895522343524,5.70949554578671,570.028491010287,437.583997635124,699.994744359213
TBX2-AS1,11.5362964443865,6.35186524069363,1.34879618294247,1.20048747844508e-07,6.24129407398323e-07,0,0,0.815642220826673,46.093948060131,52.767482067765,31.2735294533108
WNT7B,3079.66909396257,6.34214135024912,0.599376760762628,7.64161851193361e-27,1.38669099851278e-25,4.33744859841467,2.13958208937409,8.15642220826673,437.124274103576,446.593079939377,461.118210875413
CT75,127.796644375667,6.29416104488878,1.22874324767272,1.85805002366919e-08,1.04790375546528e-07,0,0,0.815642220826673,54.5445052044883,32.8187998226343,39.9236546212479
