"",baseMean,log2FoldChange,lfcSE,pvalue,padj,GM25256_day0-1,GM25256_day0-2,GM25256_day0-3,GM25256_day35-1,GM25256_day35-2,GM25256_day35-3
UNCX,998.596992784228,12.5292188438549,1.27898745730838,1.47275041677134e-26,1.7803522875217e-25,1.44581619947156,0,0,3106.85634103601,2653.37482620469,2588.41193824059
MAB21L2,2532.40131797255,12.2878691325588,0.828846595403652,6.30334994312919e-47,1.547806570322e-45,2.89163239894311,0,0.815642220826673,6454.26980034121,4857.67486242222,6412.28488584262
ASCL1,3031.85578378771,12.2573291154457,0.752013186418941,5.53577332695667e-57,1.85247000978575e-55,0,2.13958208937409,1.63128444165335,8462.98969187717,6786.77967672687,7143.87160118998
NTRK2,41281.0666138271,12.2114428111515,0.374246524103651,3.0137424622607e-233,2.62211884716477e-230,11.5665295957725,9.62811940218342,13.8659177540534,71819.2110611141,49947.2482119574,49778.1775507129
HOXB-AS3,2007.53402119572,12.1967746604602,2.39398114502937,1.91233081286766e-22,1.92200292000736e-21,0,0,0,591.199697441235,662.659141322534,603.195669276468
NR2F2-AS1,501.763210945683,12.1727810734439,2.45473600759806,3.77429416305397e-22,3.74082751530275e-21,0,0,0,528.68202828653,625.692618976029,582.604652453778
TFAP2B,6140.07686280736,12.1187648416336,0.712005198704025,7.05843613032516e-63,2.79833960477127e-61,0,3.20937313406114,1.63128444165335,10819.6340030567,6210.37575421284,8178.26738745927
EBF2,1913.08805663483,12.0971197500866,0.841133211550503,5.71538915051169e-45,1.31046871462445e-43,4.33744859841467,0,0,5517.86384278486,4943.93008123073,5102.93846317623
GUCY1A1,1155.10191124079,12.0764678758865,2.4275482502116,8.05019557049578e-22,7.8246345351872e-21,0,0,0,678.180802352129,460.027833645396,529.310255971519
HES5,2983.20703424317,12.0670933382701,0.82929899213857,3.1967741012196e-45,7.43036475570119e-44,2.89163239894311,0,0.815642220826673,5736.67568482633,5440.92443722263,4109.72471055232
HOXA6,158.327346737536,12.0076953081944,2.55833513446498,3.88630193915049e-20,3.47714930586806e-19,0,0,0,467.523438896057,590.095227086802,415.454045304877
POU3F3,5557.1162995756,11.9650129879597,0.60027150271584,4.21381653172128e-86,2.65462195282136e-84,1.44581619947156,2.13958208937409,3.26256888330669,11423.065418376,9720.82624667354,9790.42288104758
HOXD9,228.864319628244,11.6100130984368,2.50840517791302,2.1230565057658e-19,1.83477677942584e-18,0,0,0,452.573561489497,408.000876268833,296.752889503484
LGR5,1232.52018849411,11.4128451717811,0.760662259059592,9.39843114106179e-49,2.45979101864277e-47,1.44581619947156,0,2.44692666248002,4453.70438739064,4440.09007295244,3568.30209174393
DIPK1C,318.956617956283,11.4094190244878,2.50832870458476,1.03805178726491e-18,8.6482823849979e-18,0,0,0,491.986874652246,261.503917340091,257.993328425477
HOXC-AS1,277.372280702288,11.4045557943243,2.45194472627308,3.8886288984367e-19,3.31258908437349e-18,0,0,0,343.847180350879,357.343049349549,345.202340850991
PALMD,321.178832048714,11.2740552240279,1.27895310567318,5.22375979524003e-22,5.1347564985761e-21,0,1.06979104468705,0,1319.66645106998,1108.99567039515,1048.93062167354
STMN4,6429.65235700989,11.1841596146932,0.505661280714868,1.18855948950664e-106,1.19943909361121e-104,4.33744859841467,3.20937313406114,2.44692666248002,9304.26006593723,6378.77880045803,7348.5705331332
MKRN3,131.65303922873,11.1704131645818,2.52791351956188,3.17626169624065e-18,2.58599434813806e-17,0,0,0,300.356627895432,234.121308194532,304.02030720561
NEUROD2,372.69667910398,11.0836089777087,2.53198530903901,7.31407779849483e-18,5.82520515806891e-17,0,0,0,300.356627895432,234.121308194532,254.359619574414
NDST4,364.549027101925,11.0441151185153,2.41215107750181,2.17474248338159e-18,1.78413124426657e-17,0,0,0,364.23337681437,224.537394993586,250.725910723351
EVX2,379.231888943353,10.9410520260105,1.30078730412243,2.75964049127586e-20,2.48986397688208e-19,0,1.06979104468705,0,634.690249896682,1118.5795835961,1013.80476944659
FAM181A-AS1,96.8815128471897,10.9230913088966,2.5245443846536,2.02067509563616e-16,1.48109227410563e-15,0,0,0,130.471657366342,294.363048314762,314.921433758799
HOXA-AS2,226.986714981356,10.8801838103441,2.42839420494156,5.9057301811137e-18,4.7222371085547e-17,0,0,0,260.943314732683,245.074351852756,231.346130184348
IFI44L,829.398862105042,10.8729584973371,2.47600735076125,9.05548828339852e-18,7.17308756936922e-17,0,0,0,273.175032610778,213.584351335362,220.445003631159
HOXA-AS3,921.433036596292,10.8503507949099,2.40777670526645,1.37677122702521e-17,1.08100047171697e-16,0,0,0,226.966320626865,239.597830023644,277.37310896448
POU4F2,237.060058135906,10.8419111100606,1.2957663785085,5.20346544513209e-20,4.62990490905728e-19,0,1.06979104468705,0,871.170128873176,828.323926653168,904.793503914703
LUM,880.275131920822,10.7696764477394,1.28323794123936,8.4647817229289e-20,7.44734225811772e-19,1.44581619947156,0,0,619.740372490122,1041.90827798853,913.272157900516
NSG2,10314.2642796347,10.7653001947112,0.348943533318317,3.87921107776646e-206,1.98221528595965e-203,1.44581619947156,9.62811940218342,9.78770664992007,12447.8115606075,12275.6236799542,15870.8290251598
BHLHE22,319.039162360832,10.7051953297245,2.57006313602395,1.2699143047116e-13,7.93653296394405e-13,0,0,0,331.615462472785,212.215220878084,145.348354042522
WNT7B,3079.66909396257,10.6255241894256,0.596950601423342,8.4086424952192e-71,3.86701456008709e-69,4.33744859841467,2.13958208937409,8.15642220826673,11296.6710003024,8047.74882787987,6098.57468836751
KLHL1,453.853701917758,10.6197242036997,1.49224997793522,7.31776125193908e-15,4.92419252137171e-14,0,0,0.815642220826673,875.247368165874,644.860445377921,851.499107432444
HOXD3,454.873007429661,10.6182817643249,1.25539260341393,3.85695447603239e-20,3.45185094502182e-19,1.44581619947156,0,0,747.493870327998,783.142621562995,734.009187914739
PAX2,943.932905271399,10.4900192784516,0.741898168312648,7.31758681394985e-44,1.62013586461261e-42,2.89163239894311,1.06979104468705,0.815642220826673,2374.31234811457,2075.60177323339,2240.78712482222
HOXB-AS4,160.785838378048,10.4379656024675,2.43113844000816,3.23030280572385e-16,2.34264266550715e-15,0,0,0,220.170921805701,160.188263501522,171.995552283652
HOXB4,924.624392223022,10.3849067117753,1.24796858014068,2.06436888665737e-19,1.78453714283765e-18,0,0,0.815642220826673,713.51687622218,620.216097146918,610.463086978595
MMRN1,7908.90506674159,10.3281788579909,0.574212951844666,1.89026267174026e-71,8.85754525890283e-70,2.89163239894311,3.20937313406114,2.44692666248002,2760.29100115666,4624.92268468496,4095.18987514807
NYAP2,150.040775100448,10.2764258419031,2.45512246528568,7.08543617550428e-16,5.05192383968624e-15,0,0,0,175.321289586021,151.973480757854,156.249480595712
NEUROD6,1047.81589725273,10.2418905846763,2.78414037500344,5.20462806546036e-13,3.1119499755442e-12,0,0,0,197.066565813745,73.9330446930101,134.447227489333
EBF1,4457.40677814388,10.1888905585375,0.385548975562052,4.53962739860715e-153,1.05136464184145e-150,5.78326479788623,7.48853731280933,5.70949554578671,7628.51471663828,7116.74011693086,7923.90776788485
NEUROG2,483.366894635912,10.1878883933903,0.824895282429173,4.25159581695928e-33,6.58649530989188e-32,1.44581619947156,1.06979104468705,0.815642220826673,1720.59498151863,1128.16349679704,1305.71271381533
ADCYAP1,1234.85512746505,10.1878107606018,0.717758342963002,1.24287379875385e-43,2.73857586101875e-42,1.44581619947156,1.06979104468705,1.63128444165335,1673.02718977048,1990.71568488216,1705.42068743226
SKOR1,797.360981493898,10.17966294967,0.675012827380674,1.23883029971856e-49,3.3625990732327e-48,0,2.13958208937409,2.44692666248002,2381.10774693573,1937.31959704832,2188.70396462365
LBX1-AS1,456.864023759966,10.1748441539996,0.965421265537279,9.06243325421669e-24,9.73943975553908e-23,0,0,1.63128444165335,951.355834962907,917.317406376236,994.424988907591
PAX6,1849.76524996806,10.1630424808101,0.529189015198389,1.17763586299404e-81,6.84304218438701e-80,2.89163239894311,6.41874626812228,0.815642220826673,3876.09548759173,3992.38441342254,3621.59648822619
DCC,9866.87549160084,9.99495655014349,0.307094379356786,1.3105167727739e-232,1.08174758843942e-229,23.1330591915449,26.7447761171762,29.3631199497602,27827.158172665,27969.9661117315,27518.0771291006
ZFHX4-AS1,622.414432481407,9.92962108555513,0.797159130136849,3.83928648906628e-33,5.96497638301263e-32,1.44581619947156,0,1.63128444165335,1103.57276855697,1118.5795835961,1252.41831733307
ZEB1,12656.3368091524,9.88028440656061,0.230779804986363,0,0,14.4581619947156,36.3728955193596,22.8379821831468,23123.3831086556,23976.2125678517,24532.3796898104
SLC10A2,25.9054693454392,9.87501273106339,2.61849268621317,6.36688246659523e-13,3.78579018035895e-12,0,0,0,57.0813500977744,165.664785330634,125.96857350352
POU3F2,9230.82624593801,9.85716659291007,0.2954415778008,8.49032077470105e-242,9.11068021263921e-239,14.4581619947156,10.6979104468705,27.7318355081069,18763.455224997,16908.7611473829,16281.4381253299
INSYN2B,259.404365115714,9.83918118152111,1.29033386627885,7.89881211429986e-17,5.93692644369697e-16,1.44581619947156,0,0,381.901413749395,451.813050901728,512.352947999892
MAB21L1,836.001146655857,9.81391439748978,0.741474974825463,5.01824177330285e-39,9.59876643886899e-38,4.33744859841467,1.06979104468705,0,1412.0838750378,1308.88871715773,1500.72175548904
HOXA10-AS,51.3121564409247,9.78864267975247,2.46334993476843,4.98843776431523e-14,3.20470541825655e-13,0,0,0,80.1857060897307,131.436523898685,141.714645191459
GSX2,470.615682121972,9.78641366236492,0.782214566617904,9.10001903042117e-35,1.49158764066863e-33,0,2.13958208937409,1.63128444165335,1587.40516462382,1260.969151153,1217.29246510613
HOXD8,517.793449600803,9.78165218353534,0.962157272664597,2.97393673566256e-22,2.95666990100213e-21,0,2.13958208937409,0,781.470864433816,714.686098699097,714.629407375736
HOPX,4470.98768875798,9.61885221582404,0.947148113549687,1.16345962528221e-23,1.24390874317785e-22,0,2.13958208937409,0.815642220826673,1693.41338623397,535.330008795684,643.166466638162
DPF3,892.494749216397,9.559435179748,0.632483597956775,3.40384951407599e-50,9.48716221273889e-49,1.44581619947156,1.06979104468705,3.26256888330669,1846.98939959227,1503.3052420912,1713.89934141808
SCRT2,1972.95594591668,9.54203473031162,0.387276307050456,9.45680364017425e-134,1.58559074366922e-131,10.1207133963009,4.27916417874819,12.2346333124001,7324.08084945015,6604.6853259089,6751.43104527517
TRDC,233.561379297684,9.52239201468729,2.38675302898507,1.50846633438657e-13,9.39457307730172e-13,0,0,0,104.64914184592,112.268697496793,98.1101389787027
DAPL1,38.8879895952965,9.49672578379325,2.45982731246633,3.36846354423329e-13,2.04098585386708e-12,0,0,0,114.162700195549,93.1008710949015,85.9977761418258
CNGA3,449.229343807727,9.48288548629888,0.87088644586519,6.05805626426146e-27,7.42936941939447e-26,2.89163239894311,1.06979104468705,0,650.999207067475,1119.94871405337,859.977761418258
LAMP5-AS1,71.7808595415259,9.47930558354121,2.46458338549935,1.26877596403689e-13,7.93095841442246e-13,0,0,0,91.0583442035925,93.1008710949015,96.898902695015
GSX1,130.341060612611,9.37960817817682,1.27872977411022,1.09736371001555e-15,7.73343532242134e-15,1.44581619947156,0,0,274.53411237501,371.034353922328,336.723686865177
GLRA2,2470.19579038851,9.37889218087033,0.452459919611398,3.89216865788437e-94,2.94123693508483e-92,4.33744859841467,2.13958208937409,5.70949554578671,2851.34934536025,2356.27351697538,3462.9245350631
GRIA2,1261.0474570449,9.3729517179091,0.970065633231072,2.9442301161614e-20,2.65046576900078e-19,0,1.06979104468705,0.815642220826673,649.640127303242,403.893484896999,627.420394950222
POU4F1,3255.02727485628,9.35312387661723,0.42017859955552,8.81901124640489e-112,9.78971069118159e-110,17.3497943936587,9.62811940218342,9.78770664992007,8124.57883058322,8065.54752382449,7784.61559526077
HOXB3,2741.97690578629,9.35085774250462,0.426290994240333,1.10369936034262e-105,1.10000897238853e-103,4.33744859841467,5.34895522343524,4.89385332496004,3636.89744908677,3166.79874768393,3122.56713934686
ARPP21,465.949738427921,9.311728289232,1.25987015544892,7.94393970097192e-16,5.64902378735781e-15,0,1.06979104468705,0,267.738713553847,319.007396545766,343.991104567303
LRRTM2,1717.76271347084,9.29754857607262,0.457890212845467,9.52606628443542e-91,6.52474735805415e-89,5.78326479788623,1.06979104468705,6.52513776661338,3680.38800154222,2568.48873785346,2651.39622499235
TACR1,1922.73911426607,9.22232447514898,0.428725667349139,8.28695719240012e-104,7.86943144359129e-102,15.9039781941871,10.6979104468705,13.0502755332268,8038.95680543656,8654.27362045401,7410.34358360127
SCN3A,2809.08156924697,9.21524956616198,0.380071229403911,4.96139539068259e-130,7.86784435551005e-128,10.1207133963009,5.34895522343524,5.70949554578671,4308.28285261774,3607.65875492743,4356.81691242461
LAMP5,1936.16003526628,9.20976730772734,0.422250112404127,3.03149963705504e-104,2.91313541242018e-102,0,9.62811940218342,4.89385332496004,3104.13818150754,3366.69179444651,3097.13117738942
PAX3,6331.87853274992,9.19156640398897,0.282978995870406,6.48543723727372e-233,5.49418935637673e-230,21.6872429920734,20.3260298490539,17.1284866373601,13725.3465389863,10540.935390583,10295.5084113453
BMP5,2157.37845936369,9.18863454346621,0.578346432876373,4.94004934292562e-56,1.61124689409789e-54,2.89163239894311,2.13958208937409,3.26256888330669,1577.89160627419,1725.10437617023,1947.6679441698
MEIS1,2216.98949855094,9.16402760037153,0.34304391271363,7.43896648851662e-156,1.77389043850613e-153,7.22908099735778,5.34895522343524,8.9720644290934,4209.07002982875,4134.77398097945,4572.41697092102
DRGX,478.323143391803,9.13123984434928,0.865076389728346,6.86023131797603e-25,7.75982314083922e-24,0,2.13958208937409,0.815642220826673,683.61712140906,599.679140287748,749.755259602679
RFX4,4205.28412154352,9.12004225281134,0.299317721634601,1.0034200422184e-201,4.75030852927866e-199,4.33744859841467,13.9072835809316,15.4972021957068,7570.07428677627,6841.54489501799,6082.82861667957
TRIM67,802.308915865577,9.06672832375419,0.705109549754925,2.42308316702066e-39,4.68210644134028e-38,7.22908099735778,1.06979104468705,1.63128444165335,1959.79302002359,1547.1174167241,1664.23865378688
PRDM8,469.085785140399,8.99901951547337,0.761544142089967,4.42368624574353e-31,6.37169161624052e-30,0,2.13958208937409,1.63128444165335,807.293379954238,972.082624667354,600.773196709093
TFAP2A-AS1,40.092044174665,8.9720404229437,2.39823769650662,2.19604314272912e-12,1.26353924666195e-11,0,0,0,89.6992644393598,58.8726096629524,64.1955230354474
DIO3,1324.82952564162,8.95689956551859,0.568157438036023,2.45925207558273e-56,8.11150028864337e-55,7.22908099735778,2.13958208937409,0.815642220826673,1974.74289743015,1352.70089179063,1220.92617395719
HEPACAM2,29.3232171708291,8.95549396505826,2.47050411571765,1.90641738636503e-11,1.02302697952764e-10,0,0,0,61.1585893904726,67.0873924066202,79.9415947233874
SLC17A6-DT,338.952902775671,8.9240702285253,0.958025951437755,5.6701058731901e-19,4.78961029309199e-18,0,1.06979104468705,0.815642220826673,405.005769741352,403.893484896999,413.031572737502
LINC02735,20.1468352734651,8.84904967217916,2.60675862446759,3.34691877696304e-11,1.77210541559201e-10,0,0,0,67.9539882116362,49.2886964620067,54.5056327659459
NMS,121.911116131694,8.8476834215892,2.50427609854274,1.30445934139588e-11,7.08984553743306e-11,0,0,0,61.1585893904726,52.0269573765626,69.0404681701982
ZEB2,7881.37609285245,8.83805356294949,0.2747011183212,5.32302986085454e-228,3.89452221092339e-225,28.9163239894311,25.6749850724891,29.3631199497602,13290.4410144318,12441.2884652849,13215.7990913164
BRINP3,2061.77759014938,8.82570978669677,0.397866147119976,7.28965592395739e-108,7.42622162987456e-106,7.22908099735778,2.13958208937409,6.52513776661338,2442.26633632621,2280.97134182509,2657.45240641079
SLC18A3,57.9473235642724,8.81526831791824,2.39346765618854,1.80121933078213e-11,9.67543011789391e-11,0,0,0,103.290062081687,35.5973918892271,60.5618141843844
TFAP2A,2039.6026706091,8.80356665263879,0.408649940311454,8.60034351503593e-103,7.97873943619702e-101,4.33744859841467,11.7677014915575,8.9720644290934,5034.03144671801,3221.56396597505,3680.94706612688
NAALADL2-AS2,19.1147476280894,8.79644994197109,2.59473594288811,8.79609839533093e-11,4.51977652901027e-10,0,0,0,42.1314726912144,56.1343487483965,72.6741770212612
CT75,127.796644375667,8.77967075081756,1.25847905555125,2.87332317617679e-14,1.87167178647275e-13,0,0,0.815642220826673,277.252271903476,175.248698531579,197.431514241093
PTF1A,102.090892016556,8.77264093474603,0.980839827390928,8.43631080441041e-18,6.68920486245271e-17,0,0,1.63128444165335,475.677917481453,265.611308711925,348.836049702054
SLC6A5,402.875944439318,8.76342451988853,0.681682781816005,1.94238827999597e-36,3.38545552299026e-35,0,0,4.07821110413336,869.811049108943,802.310447964887,759.44514987218
HOTAIRM1,82.5492566631485,8.72319457554219,2.32887893312776,4.49721837737622e-12,2.54124019667361e-11,0,0,0,65.2358286831708,68.4565228638982,55.7168690496336
MSX1,1842.34912414868,8.67673716354309,0.471854165639577,2.13500554786426e-76,1.13416004285225e-74,5.78326479788623,8.55832835749638,3.26256888330669,2374.31234811457,2892.97265622834,2003.38481321944
FZD10,2959.19860000059,8.67660134832097,0.302212407059263,2.08366052183902e-182,7.89143523753431e-180,14.4581619947156,16.0468656703057,9.78770664992007,5386.03310565429,5692.84444136177,5255.55423492088
NBPF4,17.2066955318003,8.66177889263451,2.47777792810918,7.93643456899284e-11,4.09045311631472e-10,0,0,0,59.7995096262399,50.6578269192847,59.3505779006967
PHYHIPL,4376.06272488402,8.65122945392211,0.279099858869806,6.54742696610284e-214,3.90323646097746e-211,26.024691590488,17.1166567149928,11.4189910915734,8070.21564001392,6139.18097043439,6792.61307892055
EPHA5,1059.36014468436,8.64193954929715,0.464973573932279,1.47663725119534e-77,7.97582321987928e-76,8.67489719682934,2.13958208937409,4.89385332496004,2226.1726538132,1720.9969847984,2223.82981685059
KCNQ1DN,23.3445467505238,8.63260623829615,2.44759296742247,6.22544064096928e-11,3.23554060565197e-10,0,0,0,62.5176691547053,57.5034792056745,49.6606876311952
EBF3,4840.77392974879,8.5638516413933,0.292035973227514,7.45875346003006e-191,3.0014023923161e-188,28.9163239894311,28.8843582065503,22.0223399623202,9964.77283135433,9819.40363959756,10373.0275335014
WNT7A,1286.23916205872,8.56134382647126,0.533819763709526,5.7861926974522e-58,1.97948050283083e-56,2.89163239894311,5.34895522343524,4.89385332496004,2477.60241019626,1636.11089644717,1265.74191645363
CBLN2,537.080615578708,8.53883009790481,0.723727160722658,6.22073334216492e-31,8.9122317646183e-30,2.89163239894311,0,1.63128444165335,467.523438896057,629.800010347863,633.476576368661
CNTN2,14979.2038614227,8.52973534159122,0.319919824010203,6.77536259634103e-158,1.69079436202644e-155,131.569274151912,105.909313424018,137.027893098881,55901.6688624204,42352.6815654365,42545.8857008137
PDE1A,2140.20938688999,8.50297452215841,0.392500945364665,1.02405310513003e-103,9.66754180655301e-102,2.89163239894311,9.62811940218342,6.52513776661338,2143.26878819501,2750.58308867143,2434.58493021225
OPRM1,1007.91467939461,8.4877093220117,0.991871768284727,3.23327635110383e-17,2.48000076947187e-16,0,0,2.44692666248002,664.590004709802,261.503917340091,368.215830241057
SLC17A6,3439.01872925477,8.47125856228399,0.2919140308805,2.3718853682518e-183,9.08996830651928e-181,7.22908099735778,12.8374925362446,18.7597710790135,5592.61322981766,4346.98920185754,4892.18334981457
ABCA8,483.388397957679,8.47118857464849,0.534262975172242,3.14150406644374e-56,1.03195202966283e-54,1.44581619947156,5.34895522343524,3.26256888330669,1605.07320155885,1117.21045313882,1189.43403058131
RELN,1756.34008664264,8.42965198169376,0.378069658191391,4.45720152847747e-112,4.99952026497376e-110,18.7956105931302,24.6051940278021,9.78770664992007,6876.94360701758,5141.08486707875,6380.79274246674
HOXB2,2270.96954458055,8.42910107862848,0.302568691196892,1.70267008419146e-170,5.22022431907538e-168,8.67489719682934,16.0468656703057,12.2346333124001,4414.29107422789,4563.31181410745,4244.17193804166
HOXA1,88.6834830724187,8.41057428716058,2.32371408640704,3.09802139279333e-11,1.64383558062968e-10,0,0,0,50.2859512766108,46.5504355474508,58.139341617009
NRN1,5076.59038825202,8.39889168860874,0.254027008613221,3.15257208440306e-241,3.27379356584205e-238,23.1330591915449,14.9770746256187,13.8659177540534,6183.81292725889,5313.59530469578,5492.95654652366
LRRN3,5036.34954787157,8.39187337592787,0.247485330364998,3.72780865494819e-253,4.61560062384969e-250,28.9163239894311,29.9541492512373,27.7318355081069,8679.08337439017,9737.25581216088,10973.8007302105
B3GALT2,1466.72524145384,8.38685361359542,0.411754221229172,1.17533639039318e-91,8.26122905666754e-90,7.22908099735778,4.27916417874819,4.07821110413336,1580.60976580266,1533.42611215132,1992.48368666625
SCRT1,2085.3072566071,8.36125893973916,0.265989511168195,9.44978429430735e-218,5.9648520784773e-215,23.1330591915449,22.465611938428,22.0223399623202,8136.81054846132,7241.33098854315,7066.35247903397
VIP,201.312338520284,8.35665265743697,1.020071351371,1.33756442475496e-15,9.37693248295118e-15,0,2.13958208937409,0,173.962209821789,358.712179806827,297.964125787171
PRL,21.9054841338962,8.31691029733491,2.44719690848214,1.85309451119213e-10,9.25885744285224e-10,0,0,0,38.0542333985163,54.7652182911186,42.3932699290691
ZNF503,1258.89243269626,8.3144439553761,0.424963785089333,1.11800602405721e-85,6.98851454882516e-84,10.1207133963009,3.20937313406114,9.78770664992007,2469.44793161086,2712.24743586765,2404.30402312006
SCUBE2,7380.68008082406,8.30532373890729,0.375083574290828,5.9897220264479e-110,6.38480567799373e-108,56.3868317793907,62.0478805918487,68.5139465494405,24301.7052642453,19371.8268400259,16960.9416804787
EPHA3,12433.2293894123,8.22825542364644,0.171778798970566,0,0,128.677641752969,87.7228656643379,106.849130928294,31854.1115140866,31537.9200833979,33506.4293156525
SMIM18,423.08400802577,8.20877132342036,0.82332592717762,2.66819188117986e-22,2.65762478462074e-21,1.44581619947156,2.13958208937409,0,376.465094692465,309.42348334482,396.074264765874
RGCC,298.045055659244,8.17855324665057,0.96550830277597,5.73982099090314e-16,4.11070783846839e-15,0,0,1.63128444165335,293.561229074268,236.859569109088,213.177585929033
RGS4,2621.27935525497,8.16857086109628,0.355135506409772,3.46426909773352e-118,4.3225484803968e-116,17.3497943936587,6.41874626812228,13.8659177540534,4548.83997088693,3175.0135304276,3219.46604204187
SCML4,37.4347030623121,8.08174904823184,2.35101221106399,3.51928539255231e-10,1.72518403162851e-09,0,0,0,57.0813500977744,31.4900005173932,36.3370885106306
EN2,1164.50271403567,8.08062384371891,0.552662717297133,7.44675421059113e-48,1.90107780767129e-46,1.44581619947156,5.34895522343524,1.63128444165335,795.061662076143,833.80044848228,799.415947233874
SP9,510.709732904599,8.05699072486101,0.542509053781496,2.94625737057256e-49,7.89067531393277e-48,2.89163239894311,4.27916417874819,1.63128444165335,762.443747734558,833.80044848228,803.049656084937
