"",baseMean,log2FoldChange,lfcSE,pvalue,padj,NCRM_day0-1,NCRM_day0-2,NCRM_day0-3,NCRM_day21-1,NCRM_day21-2,NCRM_day21-3
ADCYAP1,799.63297361836,12.6047533846677,2.43997336653316,1.84458094805145e-23,1.46121459824037e-22,0,0,0,363.147093785359,325.567746615763,484.40381304251
TRIM67,1288.67408803659,12.5221371790447,2.45510153676306,4.63076425370613e-23,3.61095406885455e-22,0,0,0,397.789415231988,439.320332782716,267.720406838652
HOXA3,256.344733028257,12.493547599783,2.46590293655962,6.31169312541265e-23,4.89617144850124e-22,0,0,0,361.952530976854,351.717766424258,356.363618467503
NR2F1,5235.66795181862,12.4177206759562,0.594051197356604,4.29189499884906e-94,1.90553431862963e-92,2.73251978770391,1.02808807525018,0,5916.66959052263,5934.74699553794,6576.60999407992
HOXA7,288.634791141909,12.3737629580363,2.43610223634202,1.24049641824973e-22,9.50356045418334e-22,0,0,0,385.843787146943,362.177774347656,265.034248910505
HOXD8,256.323222739573,12.2691889759116,2.45604503632293,3.06604754802782e-22,2.31399046685818e-21,0,0,0,326.11564672172,317.722740673214,281.151196479387
HOXA10,235.249334236979,12.2317940672521,2.50380530409684,4.92759396717445e-20,3.38043415203433e-19,0,0,0,344.034088849287,349.102764443408,225.637265964349
CCDC140,113.123226270256,12.1599328057312,2.50150522078871,1.81079310684811e-21,1.32783706144746e-20,0,0,0,263.998380679488,266.730202046649,299.954301976416
NTRK2,13296.5055750283,12.145073875237,0.356571208726244,8.54305357424644e-252,2.66759194848585e-249,1.82167985846928,3.08426422575055,4.68938608643961,16753.7433892752,16683.7126378198,12588.2314372729
POU4F2,771.820116221074,12.1333987557091,2.43778757964247,1.13857024171633e-21,8.42292981472779e-21,0,0,0,305.808078977144,320.337742654064,234.591125724839
LRRC53,60.4911427029567,11.9567181231301,2.58212038008681,4.33969480709064e-20,2.98432787859343e-19,0,0,0,215.021305530804,275.882708979622,197.880300706829
GRIA2,1574.34953547641,11.9176505658557,2.37164126020379,2.72158153664958e-21,1.98139224606451e-20,0,0,0,234.134310466876,256.270194123251,288.314284287779
PANTR1,873.969893037309,11.8748458909875,0.818590444169165,6.52349059776797e-45,1.00961320988876e-43,1.82167985846928,0.342696025083394,0,2095.26316611684,2063.23656289025,2519.61613660189
HOXC10,1218.5328423745,11.8212259101218,1.26612627424545,5.54675119466445e-25,4.64791905621912e-24,0,0.342696025083394,0,1022.54576407983,987.163247770686,586.477814312096
KLHL1,278.981619150533,11.7892534169992,2.49785981462255,3.5926742883843e-20,2.47961719466699e-19,0,0,0,199.491989020246,252.347691151977,198.775686682878
HOXA6,86.510922131873,11.6249344764729,2.48275495699204,9.79500521386766e-20,6.62836563829602e-19,0,0,0,210.243054296787,222.275168372207,156.692545808575
NR2F2-AS1,141.810412524438,11.4953516837017,2.43673302716826,1.45580964148345e-19,9.76784674445152e-19,0,0,0,144.542099829041,158.207619841395,248.917301341623
GSX1,44.1319872044305,11.2229754808903,2.52986563148414,3.53042919860809e-18,2.22383386562733e-17,0,0,0,136.180160169509,152.977615879696,143.26175616784
HOXB7,1270.08836680653,11.1870724602658,0.956879124456293,5.42032072851747e-30,5.4289183468743e-29,0,0.342696025083394,0.586173260804951,964.012186463106,945.323216077094,999.250749270686
ZFHX4-AS1,308.517336927478,11.1299438065676,1.25681015437454,6.45191590630925e-23,5.00085080408558e-22,0,0.342696025083394,0,527.996761358975,515.155390227351,541.708515509646
HOXC-AS1,124.469661324731,11.0461099809917,2.42714753067642,5.13298186388059e-18,3.21476040692455e-17,0,0,0,115.872592424933,162.130122812669,137.889440311546
HOXB-AS4,62.6826525873195,10.9764743510459,2.48695760876208,6.66608150448195e-17,3.97767127152151e-16,0,0,0,161.265979148103,138.595104985023,89.5385976049002
HOXA-AS2,96.9007679650314,10.9686286222007,2.44568826884695,1.99534869529914e-17,1.2206207357788e-16,0,0,0,124.234532084465,88.910067348883,177.286423257702
HES5,1508.09112965472,10.9373953377558,0.444726315886181,1.74144711631886e-132,1.38997808455619e-130,3.64335971693855,2.39887217558376,1.1723465216099,4725.69047044368,4948.89124875768,4157.27708679552
POU3F3,3306.03417806774,10.849472646244,0.373998296070686,7.81935214218455e-183,1.09451670502549e-180,3.64335971693855,3.42696025083394,1.75851978241485,6281.0112471165,5734.69934400295,4781.36111210167
GCG,24.8142422376189,10.7782896108661,2.69140858040776,1.81506724016148e-15,1.00752364972042e-14,0,0,0,93.1758990633486,70.6050534829365,129.830966527105
PHOX2B,158.008973659156,10.7350638066865,2.42302405729002,1.36257498051571e-16,8.0094265766144e-16,0,0,0,142.152974212032,113.752586166953,89.5385976049002
MAB21L2,2834.02175855618,10.6277746584267,0.838267073242526,3.78920368995707e-34,4.32658917162161e-33,0,1.02808807525018,0,1081.07934169654,1098.30083195679,603.490147857027
GUCY1A1,880.871849236609,10.6001667866047,1.2453544388705,5.49608309163908e-21,3.93675828205003e-20,0,0.342696025083394,0,432.431736678618,411.862811983796,290.105056239877
HOTAIRM1,61.2244213615498,10.4991381835534,2.43098037366349,3.03262965524034e-16,1.75324866029816e-15,0,0,0,82.4248337868083,77.1425584350602,125.35403664686
WNT7A,1022.63589456163,10.4501237329754,0.458819532926571,5.89348022066779e-114,3.71315389069346e-112,3.64335971693855,1.37078410033358,1.75851978241485,2997.15808653771,3039.93980273754,2412.16981947601
ONECUT3,868.30717039795,10.4197465817284,0.538932879201489,1.07940997390647e-82,3.8824600517155e-81,2.73251978770391,0.685392050166789,1.75851978241485,2530.08402841247,2183.52665400933,1412.91907020533
ASCL1,975.337061136016,10.3551466797748,0.646886768194031,3.10721069723289e-55,6.30202654974108e-54,0,1.02808807525018,1.1723465216099,1244.73444646166,1327.11350528112,1119.23247006125
SMIM18,170.539111414063,10.2334663152152,2.41742358382167,9.71743909781352e-16,5.47099330224631e-15,0,0,0,65.7009544677458,91.5250693297325,83.2708957725572
SERPINB2,30.7278373488215,9.98459404435105,2.50254092252307,4.50513381227776e-13,2.21438120179679e-12,0,0,0,111.094341190916,64.0675485308127,34.9200530659111
PAX3,3249.66152526429,9.9743476315817,0.285125097200373,6.55207877616627e-268,2.51590970844277e-265,4.55419964617319,6.1685284515011,9.37877217287922,6873.51440013471,7298.47052855095,6700.17325877468
HOXA-AS3,321.228476044701,9.97012202548076,2.37172167724933,5.86958487235562e-15,3.16418619138655e-14,0,0,0,58.533577616719,66.6825505116622,84.1662817486062
SST,2936.89355448613,9.96077370029167,0.454867220668452,2.06194003805664e-107,1.14210577351617e-105,4.55419964617319,0.685392050166789,2.93086630402476,1813.34634330978,2078.92657477535,2786.44115746449
LBX1,641.563959969205,9.9480904493358,0.962545986166126,7.28826073975109e-24,5.86674019603477e-23,0,0.685392050166789,0,518.440258890939,410.555310993371,308.908161736906
UNCX,745.80845142439,9.92271751305769,0.715586804683982,2.71331610413231e-41,3.82624700242777e-40,0,1.37078410033358,0,811.108146974534,791.038099206973,612.444007617517
LUM,749.803210987943,9.84811751283577,1.45488979397802,2.23416327260043e-14,1.17323506543968e-13,0.910839929234638,0,0,215.021305530804,137.287603994599,445.902216072403
MKRN3,61.1402629532482,9.81314604926109,2.4193077423391,1.73683748734818e-14,9.15965798125434e-14,0,0,0,57.3390148082145,65.3750495212375,59.0954744192341
PRDM8-AS1,26.0009670633019,9.7787956399378,2.46318258885711,6.87658234427112e-14,3.52513237078232e-13,0,0,0,71.6737685102681,64.0675485308127,40.2923689222051
SLC6A5,1125.99572656914,9.76758676960676,0.532910528509777,4.44753042905631e-73,1.32748505400877e-71,0.910839929234638,2.05617615050037,0.586173260804951,1507.53826433264,1389.87355282151,896.281362025051
POU3F2,4127.81431078591,9.58853695965412,0.211360476340321,0,0,15.4842787969888,11.6516648528354,10.5511186944891,11073.5972348364,9564.36974495704,7610.78079641652
NEUROG2,177.945062983291,9.56335028611323,0.983679646868416,1.7360810557273e-21,1.27403778921723e-20,0,0.685392050166789,0,379.870973104421,346.487762462559,218.474178155956
ZEB2,4374.66575026386,9.48716793485841,0.235750972482426,0,0,5.46503957540783,10.9662728026686,14.0681582593188,8304.60064472307,8211.10621986743,6835.37654115808
NEUROD1,552.921780533065,9.48697573193667,0.456938334285167,6.60513698737826e-95,2.96500738540842e-93,2.73251978770391,2.05617615050037,1.75851978241485,1293.71152161034,1631.76123605009,1770.17807464888
KLHL40,13.0832744095217,9.47510965450036,2.77977154510991,5.12648486513684e-11,2.22667483098232e-10,0,0,0,27.4749445956028,49.6850376361405,46.5600707545481
NSG2,9832.67162890445,9.45592648888815,0.326291648455316,1.84547769415571e-181,2.53329703765384e-179,1.82167985846928,5.82583242641771,3.51703956482971,3649.38937998115,3208.60743050234,2372.77283652986
EVX1,17.8819048229732,9.45225922997892,2.57141809776237,3.65676639645161e-11,1.60573353662761e-10,0,0,0,68.0900800847547,52.30003961699,25.0708073293721
PAX6,1774.9084895698,9.43048150915589,0.26531811472221,8.96400477486543e-275,3.74576758349708e-272,6.37587950464246,8.22470460200147,5.86173260804951,5533.2149289927,5118.86637751289,4230.69873683153
BMP5,448.087028894738,9.42382116297826,0.721797828652883,2.02445812960273e-37,2.56578848138544e-36,0.910839929234638,0.342696025083394,1.1723465216099,453.933867231698,449.780340706114,693.924131437977
POU4F1,2027.4987314418,9.41683274207334,0.316997844513672,1.60781630995044e-191,2.56663485658662e-189,2.73251978770391,5.82583242641771,3.51703956482971,2943.40276015501,3394.27257114265,2984.32145817132
TBX2,85.5098719633393,9.41341958097164,2.65582028709409,4.65736844346457e-09,1.7919989752342e-08,0,0,0,43.0042611061609,53.6075406074147,71.6308780839202
MEIS1,1931.14732003929,9.37656252751656,0.383049995811906,4.17086541712612e-130,3.16885403282456e-128,1.82167985846928,3.42696025083394,1.75851978241485,1928.02437292621,1931.17896285736,1499.77150988208
PALMD,56.5867197043767,9.32785260153307,1.25563123078927,1.20808546056794e-16,7.12637499730912e-16,0,0,0.586173260804951,164.849667573617,151.670114889271,151.320229952281
STMN4,5232.39672649458,9.32316347927022,0.308780067991834,5.8685420022107e-200,1.04221638120511e-197,6.37587950464246,2.39887217558376,5.86173260804951,2821.55735368756,2910.49720468549,2566.17620735644
ZNF503,699.346826346661,9.25185039121543,0.470743719562575,1.5726186410815e-86,6.1297611366709e-85,3.64335971693855,0.685392050166789,2.93086630402476,1441.83730986489,1280.04346962583,1030.5892584324
HOXA1,53.1708692599982,9.22594736943994,2.3710085294678,6.08160331609704e-13,2.97126475630841e-12,0,0,0,40.6151354891519,39.2250297127425,47.4554567305971
MMRN1,500.156669900862,9.19897629945609,0.651649839553658,6.4249604427941e-48,1.07265129836659e-46,5.46503957540783,0.685392050166789,0,640.285665358395,861.64315268991,1389.63903482805
PAX2,1665.37759153152,9.18038159901786,0.466254601481404,6.17742830394468e-84,2.29153557776225e-82,0.910839929234638,3.08426422575055,0.586173260804951,1408.38955122677,1227.74343000884,798.68429063571
SCML4,74.6763870552883,9.16163564027179,1.26645958294262,7.58424449409686e-16,4.28953637141246e-15,0,0,0.586173260804951,176.795295658661,158.207619841395,90.4339835809492
PRDM12,385.666804448223,9.09761315758257,0.468697092048273,3.37726306342586e-82,1.20106295303186e-80,1.82167985846928,2.39887217558376,0.586173260804951,1029.71314093085,1018.54327154088,925.829099234668
VGLL1,37.6842114439821,9.06335035376829,2.54891733571607,1.78409924336746e-11,7.98600819160152e-11,0,0,0,57.3390148082145,27.4575207989197,20.593877449127
ZEB1,4787.19045491453,9.00207058801004,0.177388636693485,0,0,15.4842787969888,12.6797529280856,19.9298908673683,8236.51056463831,8277.78877037909,7516.76526893137
HOXD9,160.747762608097,8.99753733820661,1.36053933056067,1.29616485268446e-13,6.54299596536312e-13,0,0,0.586173260804951,175.600732850157,156.90011885097,71.6308780839202
LRRTM2,1487.95972537127,8.99209134541398,0.799575880114592,2.66729674605201e-27,2.44566753917612e-26,0,1.02808807525018,0,346.423214466296,333.412752558311,233.69573974879
RFX4,1549.04537935094,8.97488700937267,0.294351955253499,1.61762507940705e-201,2.9091656095792e-199,2.73251978770391,7.19661652675128,5.27555934724456,3001.93633777173,3000.7147730248,2647.6563311769
DCN,405.042920501983,8.94668208383317,1.48782989304324,1.05756707712375e-11,4.79584559471294e-11,0,0,0.586173260804951,134.985597361005,113.752586166953,179.972581185849
B3GALT2,1149.34653847862,8.89948695553305,0.557610027989186,7.3507866422961e-56,1.51247358755137e-54,1.82167985846928,1.37078410033358,0.586173260804951,582.946650550181,653.750495212375,629.456341162448
RXRG,100.305158590428,8.88393020351449,1.2792187345211,1.21321708305686e-14,6.45209871140945e-14,0,0.342696025083394,0,74.0628941272771,108.522582205254,167.437177521163
CASQ2,30.6756663716028,8.87475128246597,1.28988610727716,1.38899694232243e-14,7.36762145157586e-14,0,0.342696025083394,0,108.705215573907,134.672602013749,97.5970713893412
NYAP2,217.104633054371,8.81248616279905,2.29227896996333,3.74680448281734e-12,1.75078851141679e-11,0,0,0,38.226009872143,43.1475326840167,24.1754213533231
TFAP2A,1996.94550937542,8.76146910456709,0.361330359239007,2.38046200911578e-130,1.82320291075539e-128,1.82167985846928,3.42696025083394,7.62025239046436,1715.39219301242,1973.01899455095,2157.88020227809
SCN3A,2452.0420079701,8.70592438877895,0.359992443555296,3.5576412776227e-128,2.6463449451217e-126,4.55419964617319,3.76965627591734,1.75851978241485,1493.20351063059,1646.14374694476,1123.7093999415
SCEL,20.0306662332539,8.70567112880545,2.427645459346,1.44471636856017e-10,6.12162475583613e-10,0,0,0,43.0042611061609,28.7650217893445,22.384649401225
PHYHIPL,3115.35553016511,8.69914289417835,0.24874791044411,6.29920152192448e-268,2.45194261980115e-265,8.19755936311174,7.53931255183468,7.62025239046436,3563.38085776883,3358.97004440118,2747.04417451834
HOXB3,1729.70314930848,8.67923898605926,0.35208223799494,1.04422979796368e-133,8.55094804297927e-132,2.73251978770391,3.76965627591734,5.27555934724456,1861.12885564996,1718.05630141812,1490.81765012159
DCC,3635.88850839253,8.65134563739122,0.236683024575939,5.61203252774277e-292,3.00879064671341e-289,10.9300791508157,19.5336734297535,33.4118758658822,10459.5919512651,9424.46713898159,6693.01017096629
OTP,358.874332785008,8.65040832580637,0.881699992899018,2.01810944505717e-23,1.59600834626495e-22,1.82167985846928,2.39887217558376,0,1012.98926161179,711.280538791064,292.791214168024
CSF3R,43.5816382943522,8.64942845182896,2.51879654839837,6.94014523180054e-11,2.99520393015815e-10,0,0,0,25.0858189785938,33.9950257510435,21.489263425176
NDST4,156.807279522649,8.63422502504127,0.807555302052289,4.52163561634128e-25,3.80237573359981e-24,0.910839929234638,0.685392050166789,0,215.021305530804,253.655192142401,243.544985485329
CSMD3,284.153160039696,8.52643828332923,1.2387828261409,2.41154128821323e-14,1.26404622218371e-13,0,0.342696025083394,0,101.53783872288,81.0650614063345,93.1201415090962
TLX3,198.298154718512,8.51806064392805,0.725265330090062,7.40343385437634e-31,7.61928913336124e-30,1.82167985846928,0.342696025083394,0.586173260804951,250.858189785938,322.952744634913,289.209670263828
VXN,6.47604010748379,8.51180562870536,2.52753544115235,1.17925717024155e-09,4.7228460172535e-09,0,0,0,31.0586330211162,26.150019808495,21.489263425176
EBF1,2335.73246651159,8.50819555986498,0.25660055322949,4.95746107091629e-240,1.35448323394314e-237,4.55419964617319,8.56740062708486,11.1372919552941,3141.70018636675,3396.8875731235,2877.77052702149
S100A9,48.487662659231,8.47814999930726,3.05312497707659,9.84186886484652e-06,2.89649615530413e-05,0,0,0,37.0314470636385,37.9175287223177,45.6646847784991
SP9,352.580948516133,8.45899123606028,0.471352205541338,2.85642469746547e-72,8.40220577416991e-71,1.82167985846928,1.37078410033358,3.51703956482971,983.125191399178,809.34311307292,541.708515509646
HOXA10-AS,14.7981269323365,8.42953475743243,2.42410255584107,6.54275139074188e-10,2.66349972446892e-09,0,0,0,33.4477586381251,19.6125148563712,25.9661933054211
DACH1,2546.1195479267,8.42728046908904,0.208187149822857,0,0,27.3251978770391,13.7078410033358,16.4128513025386,6892.62740507078,6487.81991448761,5085.79234395833
WNT7B,2141.86217782656,8.37418053793649,0.308197381037745,2.35024994328247e-161,2.71472976172241e-159,6.37587950464246,7.53931255183468,3.51703956482971,2034.34046288311,2097.2315886413,1972.53530523595
NEUROG1,640.404810759655,8.33371692558431,0.30722896703892,2.10426354384368e-160,2.41099389509348e-158,5.46503957540783,8.22470460200147,4.68938608643961,2496.63626977434,2234.5191926359,1664.52252947509
SCUBE2,3583.52493351387,8.32751931495193,0.337387773653485,2.66117101321083e-135,2.23059511328571e-133,24.5926780893352,34.9549945585062,38.1012619523218,11490.4996550045,11668.1388385505,9076.52763920873
LRRN3,2155.5630046176,8.30755256926014,0.217421487403754,0,0,11.8409190800503,11.9943608779188,7.03407912965941,3624.30356100256,3514.56266226173,2869.71205323705
NPR3,708.950848649542,8.2993150006741,0.451125612402268,5.89759390047861e-78,1.93064666684447e-76,6.37587950464246,3.08426422575055,5.27555934724456,1368.96897854612,1655.29625387773,1474.70070255271
VAX1,99.2918318635108,8.23649405358482,0.9644323935202,3.88003945549427e-17,2.34079238063418e-16,0.910839929234638,0,0.586173260804951,150.514913871563,122.905093099926,115.504790910321
TFAP2A-AS1,22.5983169738153,8.23066618886446,2.34780153155979,3.22707441125175e-10,1.3398205639351e-09,0,0,0,17.918442127567,28.7650217893445,23.2800353772741
SUCNR1,14.7366469581666,8.22333034161933,2.43047777716861,1.02292649604766e-09,4.11007584632271e-09,0,0,0,33.4477586381251,11.7675089138227,21.489263425176
LETR1,46.6987309239752,8.22020534470117,1.26177023912664,3.76437740805453e-13,1.85928705110151e-12,0,0,0.586173260804951,51.3662007656922,77.1425584350602,95.8062994372432
CNGA3,92.3016632812577,8.19197520947297,0.958226010519963,5.06900850071446e-17,3.03873157273843e-16,0,0.685392050166789,0,129.012783318483,141.210106965873,101.178615293537
DRGX,243.698528422772,8.19005048748957,0.725927094034416,5.24793691771245e-28,4.91496794715884e-27,0,1.37078410033358,0,281.916822807055,224.890170353057,168.332563497212
SOX1,1781.33979587283,8.17808199697272,0.214615986903435,0,0,14.5734388677542,15.4213211287528,15.2405047809287,4805.72617861348,4716.15607246207,3776.73804697469
PRDM13,223.459576744609,8.15858254629186,0.489857341155009,3.5361549623396e-61,8.20243618407182e-60,1.82167985846928,2.74156820066716,0.586173260804951,592.503153018217,583.145441729438,521.114638060519
TRIM48,4.99735919170425,8.15119966779457,2.62385931201199,6.34591778827828e-08,2.25089569284643e-07,0,0,0,7.16737685102681,27.4575207989197,30.4431231856661
KCNQ1DN,5.57980654548946,8.03984480463669,2.50154298154973,1.19369747924075e-08,4.45305420409952e-08,0,0,0,27.4749445956028,15.690011885097,17.012333544931
OR51E2,17.3192212005748,7.93377925187567,2.37776765518113,3.33433022132341e-09,1.29397696310987e-08,0,0,0,15.5293165105581,16.9975128755217,25.0708073293721
IL36RN,6.88985084864392,7.88724886382168,2.5682089272478,2.39571996906072e-08,8.75827652883658e-08,0,0,0,25.0858189785938,11.7675089138227,14.326175616784
ITGA8,204.403373511091,7.87449573411946,2.24464103100497,7.0797525410805e-10,2.87420363046486e-09,0,0,0,27.4749445956028,10.460007923398,20.593877449127
ZNF804A,529.881957461029,7.86979058784247,0.727506742420968,6.49817551490866e-26,5.64665618520274e-25,0,1.37078410033358,0,217.410431147813,211.815160448809,114.609404934272
CT75,48.8880838436007,7.85634400527212,1.25675900025441,3.07782667234481e-12,1.44484462076124e-11,0,0,0.586173260804951,40.6151354891519,70.6050534829365,65.3631762515771
PROX1-AS1,147.319956064301,7.82808381918245,0.591566402378678,1.25335092039705e-38,1.63366818362763e-37,0,1.71348012541697,0.586173260804951,268.776631913505,239.272681247729,254.289617197917
COL3A1,1692.94108342016,7.78034530267216,1.22034858044349,4.97449101255565e-12,2.30512332227281e-11,2.73251978770391,2.39887217558376,6.44790586885446,1523.0675808432,933.555707163271,855.988993102846
CNTN5,197.747940708291,7.76432339396995,0.970886237011568,3.05746287604362e-15,1.67752010760019e-14,0.910839929234638,0.342696025083394,0,121.845406467456,79.7575604159097,80.5847378444102
OPRM1,696.57185374237,7.76060170444845,1.24805158963128,5.08843377824347e-12,2.35715431706535e-11,0,0.342696025083394,0,65.7009544677458,65.3750495212375,37.6062109940581
PAX8,813.774169294684,7.7581018279716,0.450265050936858,2.0287792690757e-65,5.14253014547601e-64,1.82167985846928,3.42696025083394,1.1723465216099,680.900800847547,585.760443710288,362.631320299846
NBPF4,5.93690768011528,7.7534882349625,2.49031749921442,4.95171362317793e-08,1.76962574019118e-07,0,0,0,17.918442127567,15.690011885097,17.90771952098
LIX1,971.778616569336,7.70118837176897,0.372940422046723,6.06025146556274e-93,2.65334430499176e-91,0.910839929234638,4.45504832608413,2.3446930432198,732.267001613239,690.360522944268,576.628568575557
FAP,16.3119711513397,7.66777465417021,2.40012833107189,2.76312286663065e-08,1.00465945304299e-07,0,0,0,16.7238793190626,16.9975128755217,17.012333544931
ISL1-DT,59.5708536816256,7.64959026351418,0.656842492550221,2.10079487292875e-30,2.13498162783513e-29,0.910839929234638,1.02808807525018,0.586173260804951,163.655104765112,196.125148563712,213.997248275711
EN1,78.5804850887859,7.64896589481289,0.715074690574491,5.71151385082029e-27,5.14561401620351e-26,0,0.685392050166789,2.3446930432198,318.948269870693,290.265219874294,95.8062994372432
LINC02775,4.34640017284736,7.64765682678551,2.53701677518163,1.24603405387112e-07,4.32413991704298e-07,0,0,0,22.6966933615849,10.460007923398,14.326175616784
MEIS2,4025.07378169606,7.63591964551267,0.21503665170848,1.67085856701273e-278,7.41835096588544e-276,19.1276385139274,17.1348012541697,23.446930432198,4708.96659112462,4087.24809606777,3064.01081003969
GPR17,111.766404264061,7.62402765131216,0.54870543021308,7.66562258481065e-44,1.15492399653974e-42,0,0.342696025083394,4.10321282563466,304.61351616864,317.722740673214,270.406564766799
NHLH1,1394.64390909806,7.6157554214887,0.411891743664872,5.49665701626647e-77,1.7668270262128e-75,6.37587950464246,14.735929078586,32.8257026050773,3756.90003274655,3827.05539897324,3454.39909559705
ZBTB16,2177.33555889744,7.61402124725197,0.223940006251334,1.76469110538569e-252,5.63412334376791e-250,25.5035180185699,28.7864661070051,12.309638476904,5092.42125265455,4650.78102294083,3642.43015056734
CTXND1,277.860097068813,7.58049671191808,0.407076417968183,4.96884859054193e-77,1.60079175397108e-75,3.64335971693855,3.76965627591734,1.75851978241485,498.132691146363,587.067944700713,763.764237569799
LBX1-AS1,397.782808636775,7.55769828606602,0.541606899879663,1.51169059702512e-43,2.25602354592799e-42,0.910839929234638,1.37078410033358,1.75851978241485,328.504772338729,269.345204027498,246.231143413476
TNFRSF14-AS1,25.4467572554019,7.55104276428157,0.985405987388842,3.70363258987489e-14,1.92392541208949e-13,0,0.685392050166789,0,97.9541502973664,70.6050534829365,69.8401061318222
LAMP5-AS1,98.4793009242872,7.52256798569753,1.25728315671104,1.9973804325821e-11,8.91542019978329e-11,0,0.342696025083394,0,54.9498891912056,49.6850376361405,34.9200530659111
GLRA2,2269.54681604256,7.51307206658526,0.513951934382626,8.19015952470469e-48,1.36334729287922e-46,0.910839929234638,1.37078410033358,2.3446930432198,376.287284678908,333.412752558311,209.520318395466
SHOX2,128.536445938977,7.46133573252703,0.55065413569413,2.44185514206202e-41,3.44686109596087e-40,0,1.71348012541697,2.3446930432198,271.165757530514,350.410265433833,249.812687317672
EN2,375.075201217943,7.4601021011803,0.347866612212728,5.30657405439036e-101,2.6269390549739e-99,3.64335971693855,4.79774435116752,2.3446930432198,796.773393272481,690.360522944268,592.745516144439
P2RX3,2992.55840066716,7.44399258824544,0.202449496387094,1.6109996582539e-292,8.80318370947781e-290,18.2167985846928,35.9830826337564,28.1363165186377,5739.87429486397,5686.32180735724,3785.69190673518
