"",baseMean,log2FoldChange,lfcSE,pvalue,padj,NCRM_day0-1,NCRM_day0-2,NCRM_day0-3,NCRM_day60-1,NCRM_day60-2,NCRM_day60-3
VWC2L,169.005736036889,13.0855246703861,2.74602832533155,5.26801001441923e-24,2.55429343618388e-23,0,0,0,406.907284440561,456.717404185732,435.567495853566
DIRAS2,2499.46653078362,12.9469420077916,0.589529223229473,1.09168540724489e-103,2.03071692175124e-102,0,0.685392050166789,2.3446930432198,9304.23647153672,7608.05316887173,9162.80183215947
HOXA5,465.029955755025,12.9267879293264,2.4554725169205,1.41434161731666e-24,6.95420598544985e-24,0,0,0,491.679635365678,495.753079757162,463.156223997842
FAM9A,95.5497798521611,12.8293529226346,2.81664261898384,9.18714402529037e-23,4.29998671293448e-22,0,0,0,376.766004111631,353.272863921443,314.344296431748
ITGA8,204.403373511091,12.7826397985059,2.55651555576375,6.15620637467929e-23,2.89539385121147e-22,0,0,0,495.447295406794,304.478269457155,433.059429658632
HOXD8,256.323222739573,12.7810850292657,2.47361280390401,5.22554244051178e-24,2.53412593268966e-23,0,0,0,446.467714872282,421.585296171445,423.863186943873
ESM1,83.0045759968779,12.7161493867646,2.91066498714717,1.34281552302103e-14,4.89955336784221e-14,0,0,0,340.973233721026,349.369296364299,496.597106596964
PTHLH,82.6095567146982,12.7127504856262,2.78834022822434,2.39815425154775e-17,9.60188779440628e-17,0,0,0,519.93708567405,156.14270228572,465.664290192776
MAB21L2,2834.02175855618,12.7124616822199,0.841874878402019,1.0302789302426e-47,8.24905824876737e-47,0,1.02808807525018,0,2467.81732693118,4982.90398669305,4151.68557468101
HOXA10,235.249334236979,12.6492281331518,2.52557977596921,2.77982044188918e-21,1.25333944052839e-20,0,0,0,469.07367511898,493.801295978591,238.266288518745
HOXB-AS3,827.90229744365,12.5954211216361,2.41143078802523,2.68844955438737e-23,1.27539730209772e-22,0,0,0,344.740893762142,517.222701321449,347.78517903087
NTRK2,13296.5055750283,12.5474304942235,0.356623327889085,1.55979838794884e-268,1.6389185960332e-266,1.82167985846928,3.08426422575055,4.68938608643961,17781.4715640484,24553.4399344295,18466.0553712353
TNR,1026.26421660252,12.489407197883,0.746411010692062,4.53136784442131e-60,4.49879039672092e-59,0.910839929234638,1.02808807525018,0,4368.60181767436,3858.67653023587,4703.46013756653
HOXB7,1270.08836680653,12.4604324879408,0.961022107739574,1.46108499430321e-36,9.46214042760005e-36,0,0.342696025083394,0.586173260804951,2064.67770253174,2722.73837110725,2159.44499383831
SMIM18,170.539111414063,12.4145659251416,2.55845465943182,2.90743298168435e-22,1.34581893805022e-21,0,0,0,305.180463330421,363.0317828143,280.067391767648
HOXA7,288.634791141909,12.3967608534164,2.43751674684492,1.07611668614838e-22,5.03020372313071e-22,0,0,0,307.064293350979,409.874593500016,311.836230236814
PMP2,1648.66027476898,12.377498229318,0.602717081806279,8.56626095275923e-92,1.36196034884878e-90,2.73251978770391,0.685392050166789,0.586173260804951,6022.60457572442,6704.37727939312,5038.70498562273
NSG2,9832.67162890445,12.3670603700898,0.326200042692065,0,0,1.82167985846928,5.82583242641771,3.51703956482971,21317.4205126361,24789.6057716367,23024.0476694956
MSTN,526.299913733003,12.3494469508509,2.53263062563609,6.20436681454124e-18,2.53275109264775e-17,0,0,0,329.670253597677,439.151350178589,301.803965457077
LUM,749.803210987943,12.2339208742303,1.46888532758477,1.00375698205692e-20,4.45636137165502e-20,0.910839929234638,0,0,1919.62279094876,891.965186807178,1108.5652581609
SST,2936.89355448613,12.1955616914156,0.455085206891179,1.10274431979514e-159,3.80709348500702e-158,4.55419964617319,0.685392050166789,2.93086630402476,11416.0099245824,10211.7327294861,9639.33440919696
HOPX,905.763786139081,12.1919879500116,0.816423740261637,1.22997262517322e-47,9.83706732764024e-47,1.82167985846928,0.342696025083394,0,2392.46412610885,3415.62161250013,2388.5150396423
LRRTM2,1487.95972537127,12.182584989974,0.805844097708524,5.05158415599179e-48,4.07159367770322e-47,0,1.02808807525018,0,2450.86285674616,2976.47026232155,2645.17381359056
HOXD4,340.852965550874,12.1734405027731,2.43011244714739,7.51021238841679e-22,3.4390677287871e-21,0,0,0,269.387692939816,286.912215450011,326.884627406419
NR2F1,5235.66795181862,12.0729748965089,0.593597230107541,5.76004123763929e-89,8.81483883332662e-88,2.73251978770391,1.02808807525018,0,4170.79966551575,5334.22506683592,4939.21835989034
PHOX2B,158.008973659156,12.0563586517538,2.50311527248267,2.08337115033642e-20,9.1722731683249e-20,0,0,0,148.822571624094,351.321080142871,290.099656547385
GLRA2,2269.54681604256,11.975358953496,0.513638435099245,3.97900240421504e-118,8.95893398464567e-117,0.910839929234638,1.37078410033358,2.3446930432198,5606.27814118106,7627.57100665744,6571.96945279248
TFAP2B,2954.85628411917,11.9640352363856,1.2893059137159,1.29237017557726e-24,6.35987359439002e-24,0,0,0.586173260804951,589.638796434702,1452.1271312572,912.936094956035
CACNG2,274.638316403996,11.835962327194,1.27665341438808,2.293389707401e-25,1.14649718177261e-24,0.910839929234638,0,0,843.955849210053,794.375997878603,890.363499201627
TECRL,36.3470019627928,11.7944514472332,2.8323256227482,6.72420950178406e-18,2.73917791195024e-17,0,0,0,126.216611377396,138.576648278577,260.002862208175
HOXA3,256.344733028257,11.714227203354,2.41835794245276,2.17117419983008e-20,9.5515855271651e-20,0,0,0,177.080021932466,265.442593885725,213.185626569404
GZMB,27.2355733069038,11.6134798916875,3.01939220527414,2.07660053009105e-17,8.32822782086025e-17,0,0,0,135.635761480187,124.914161828576,147.139883436137
CSMD3,284.153160039696,11.5991094229151,1.26669944449082,1.59796767284723e-24,7.84643794659157e-24,0,0.342696025083394,0,730.926047976563,767.051024978602,675.505828502267
CHL1,9040.76889828659,11.5619003372277,0.344484414365957,3.40153075416399e-245,2.83460896180333e-243,4.55419964617319,9.25279267725165,11.723465216099,31068.1246990451,25302.924905401,25660.8612624364
NR2F2-AS1,141.810412524438,11.5010923090165,2.43403124484427,1.40930778611692e-19,6.0610893960241e-19,0,0,0,162.009381768001,195.178377857151,199.809273529755
STMN4,5232.39672649458,11.4203099158212,0.308696684206743,4.90247257612201e-299,6.77008117654945e-297,6.37587950464246,2.39887217558376,5.86173260804951,10240.4999917541,12600.7160744576,12548.6911953206
HTN1,23.8441623561401,11.3799643238298,3.01675274368753,5.53275833444506e-16,2.11146192523893e-15,0,0,0,146.938741603536,70.2642160285742,139.615684851335
SCGN,30.2741373098099,11.344173498722,2.66535475270901,1.73574176328364e-17,6.97568058969311e-17,0,0,0,96.0753310484658,158.094486064292,175.564633645391
KCNS2,171.253950250758,11.2531228056,1.27015876977762,3.67840578659071e-23,1.73707487072351e-22,0,0.342696025083394,0,518.053255653492,694.835025171456,496.597106596964
UTS2,447.826054959348,11.2508999549708,0.675203971484775,2.50085001568729e-61,2.53582693898362e-60,0.910839929234638,0.685392050166789,1.1723465216099,2138.1470733335,1596.55913087149,2977.91059545183
MMP7,22.1442274501332,11.1902096337658,2.93573012894234,3.67042330283765e-16,1.41001822469588e-15,0,0,0,107.378311171815,89.7820538142893,127.911375941642
LINC02742,21.2372627455916,11.1886785244482,2.99695733724195,1.37807444473439e-15,5.19892791691132e-15,0,0,0,133.751931459629,70.2642160285742,113.699000837015
B3GALT2,1149.34653847862,11.1853093704726,0.558731404623936,8.82248211360213e-87,1.31475838280813e-85,1.82167985846928,1.37078410033358,0.586173260804951,2631.71053871974,3357.06809914299,2999.64716914126
ZNF804A,529.881957461029,11.1409230512301,0.730378434844187,1.27498786089228e-49,1.06401864650003e-48,0,1.37078410033358,0,1670.95722823508,1840.53210319293,1567.54137183385
ANKRD55,32.6816765890411,11.1183419240338,2.75991425636868,2.56768333191959e-16,9.92043919873011e-16,0,0,0,111.145971212931,140.528432057148,101.158669862345
HOXC-AS1,124.469661324731,11.0801582935046,2.42942666842191,4.2724014039157e-18,1.75271807488408e-17,0,0,0,116.797461274606,169.805188735721,138.779662786357
HOXC-AS2,298.069913649821,11.0407045216349,2.38033997042433,2.69272434587693e-18,1.11158727445453e-17,0,0,0,124.332781356838,173.708756292864,132.927508331511
LBX1,641.563959969205,11.0276262812874,0.966527572768168,9.72271366567015e-29,5.3089568123599e-28,0,0.685392050166789,0,702.668597668191,975.891889285753,895.379631591495
IFI44,31.4778867963914,10.9805775650573,2.60506031978235,9.3898449747367e-17,3.68578105397082e-16,0,0,0,146.938741603536,89.7820538142893,115.371044966971
PRDM8,607.850001995458,10.9756345469772,1.25913475152981,3.94580615244775e-22,1.82065836787565e-21,0.910839929234638,0,0,544.426875941306,503.560214871448,416.338988359071
CCDC140,113.123226270256,10.9011263487052,2.41820306106905,1.22629369729039e-17,4.95368675601357e-17,0,0,0,111.145971212931,124.914161828576,139.615684851335
HOXA2,217.589389482927,10.836154121184,2.34717516053259,6.39971419628943e-18,2.61065848491199e-17,0,0,0,113.029801233489,150.287350950006,121.223199421818
TNFRSF9,278.776247969906,10.7819159379387,0.784877506392233,5.23730440250027e-43,3.84998295747802e-42,0.910839929234638,0,1.75851978241485,1595.60402741276,622.61902536431,1932.04699216428
PRR27,18.0031922703209,10.7765821402798,2.92976996159802,6.43473630912686e-14,2.29078508427055e-13,0,0,0,48.979580534512,122.962378050005,88.6183388876737
HOXD9,160.747762608097,10.7297102399121,1.3732123559992,2.49661547262063e-18,1.03195337380271e-17,0,0,0.586173260804951,557.613686085213,470.379890635733,253.31468568835
SCN3A,2452.0420079701,10.7237888230393,0.359592638039175,1.43234332222479e-193,7.16171661112396e-192,4.55419964617319,3.76965627591734,1.75851978241485,6120.56373679344,5533.30701225022,5560.38275416903
KCNJ16,30.2511960971388,10.7074698113021,2.55837779149603,5.12562406029729e-16,1.95969805865025e-15,0,0,0,77.2370308428843,148.335567171434,81.9301623678493
IFI44L,152.064378585272,10.7004619334394,1.27810278138891,8.95147153439793e-21,3.97965160965108e-20,0,0,0.586173260804951,457.770694995631,417.681728614302,318.524406756638
ZFHX4-AS1,308.517336927478,10.6918303666551,1.25263709591035,2.44678456906317e-21,1.10455716847497e-20,0,0.342696025083394,0,331.554083618235,431.344215064303,415.502966294093
DCN,405.042920501983,10.646919582103,1.49689550878395,1.60695280459739e-15,6.03882743725855e-15,0,0,0.586173260804951,791.208608634424,251.780107435724,273.379215247824
DIO3,419.710232654117,10.6271764811717,0.61632972263954,2.25020492344218e-64,2.3772656750391e-63,0,1.37078410033358,1.1723465216099,1721.82063879015,1528.24669862149,1973.84809541318
HTR2A,220.932567373411,10.5961359774595,0.811975115604527,1.23839297692611e-36,8.03791323430107e-36,0,0.685392050166789,0.586173260804951,1005.96523097805,745.581403414315,933.000624515508
KCNK3,1304.92620049578,10.5214901258638,0.379597909785446,1.97277460122999e-168,7.41068179218521e-167,0.910839929234638,2.74156820066716,5.27555934724456,5075.03807538367,3776.70161153586,5198.38520003354
MMP12,14.2192893018724,10.5004309340008,2.94184796401527,1.20583733354192e-13,4.25106767234569e-13,0,0,0,84.7723509251169,74.1677835857172,53.5054121585954
PAX2,1665.37759153152,10.4822077860048,0.466388499817109,1.1032179336372e-108,2.18982341379048e-107,0.910839929234638,3.08426422575055,0.586173260804951,2469.70115695174,3167.74507262155,2783.95347637692
MMP10,363.341717314847,10.4679184687097,0.56187443973801,8.5791188831581e-76,1.08501721592492e-74,1.82167985846928,1.71348012541697,0,1678.49254831731,1573.13772552863,2121.8240009143
MEIS1,1931.14732003929,10.4629179925043,0.383130898968721,1.98132304665722e-161,6.93104563969353e-160,1.82167985846928,3.42696025083394,1.75851978241485,3778.96302123966,3729.85880085015,3826.47299140455
RTL1,1542.53592543227,10.437655095324,0.434155473997974,6.11528585613946e-127,1.48032796183676e-125,5.46503957540783,7.19661652675128,2.93086630402476,9458.71053322249,5016.08431092877,8455.52716518803
CNTN5,197.747940708291,10.4007356622181,0.979362730188707,1.59585934329242e-25,8.02078352781286e-25,0.910839929234638,0.342696025083394,0,523.704745715167,731.918916964315,428.879319333741
AMBN,13.7160980534738,10.3363571091106,2.91036127299923,1.50680848700388e-12,5.09531787816143e-12,0,0,0,33.9089403700468,62.4570809142882,101.994691927323
SMIM32,136.953227483774,10.2950244240231,0.973678697760655,1.98605764577739e-25,9.94915732035661e-25,0.910839929234638,0,0.586173260804951,518.053255653492,480.13880952859,559.298761470318
GABRR3,12.621448877601,10.2713164671591,2.92878087909099,1.76537343973081e-12,5.94263839259355e-12,0,0,0,81.0046908840006,31.2285404571441,75.2419858480248
IL33,57.499672564648,10.2627676218582,1.31519701919527,6.18496107192832e-19,2.61196841540587e-18,0.910839929234638,0,0,305.180463330421,320.092539685727,220.709825154206
SPHKAP,502.165353769685,10.2612668779416,0.474578252747372,2.39421080990752e-101,4.30720306993288e-100,1.82167985846928,2.74156820066716,0,2183.3589938269,1904.94096788579,2498.8699522194
SLC6A5,1125.99572656914,10.2548717589719,0.533163323503495,2.86082299286009e-80,3.90418196672672e-79,0.910839929234638,2.05617615050037,0.586173260804951,1676.60871829676,1795.64107628579,1827.54423404203
CSP2,27.0417975740266,10.2324757668372,2.50055222623769,8.17356713709101e-15,3.00004362708061e-14,0,0,0,69.7017107606517,89.7820538142893,73.5699417180687
NMS,34.8767980978984,10.2072452462117,2.66198035079465,3.91716587024937e-14,1.40487027253564e-13,0,0,0,50.8634105550701,101.492756485718,54.3414342235735
PANTR1,873.969893037309,10.1613292526909,0.81547199330641,1.44059779924594e-33,8.75101302432601e-33,1.82167985846928,0.342696025083394,0,504.866445509585,952.470483942895,612.804173628913
ABCD2,129.551376362833,10.0585525769159,0.982492361099251,1.1501564763872e-23,5.52136034021334e-23,0,0.685392050166789,0,448.35154489284,485.994160864305,384.570149889905
HOXA6,86.510922131873,9.995291560352,2.38534793371187,4.87469567875334e-15,1.80245027009878e-14,0,0,0,65.9340507195354,68.3124322500027,75.2419858480248
MKRN3,61.1402629532482,9.96128505725883,2.43127965252725,7.71091947828081e-15,2.83202463108085e-14,0,0,0,69.7017107606517,50.7463782428591,74.4059637830468
NEUROD2,446.475202706146,9.94768987999097,0.721746725543058,1.26687865560159e-41,9.09168052770255e-41,0.910839929234638,0.342696025083394,1.1723465216099,823.233718983913,821.700970778604,634.540747318343
DIPK1C,159.973054218145,9.9398682924418,0.972613903254197,6.41699411652188e-24,3.10568807375057e-23,1.82167985846928,0,0,482.260485262887,405.971025942873,342.769046641002
VIP,12.6862100853448,9.93097080721744,2.83561573291254,6.0872695061032e-12,2.00740067861033e-11,0,0,0,48.979580534512,44.8910269071446,65.2097210682882
PIRT,51.3489084015306,9.92970196490438,1.2942606734334,5.40554387818236e-18,2.2110123056035e-17,0.910839929234638,0,0,271.271522960374,212.744431864294,210.67756037447
HOTAIRM1,61.2244213615498,9.8774727069938,2.39046342126876,1.45019738422473e-14,5.28404625487085e-14,0,0,0,71.5855407812098,48.7945944642876,72.7339196530907
GBP2,234.917502252234,9.85761468611367,0.87201796278422,1.24582805219849e-28,6.7758840048305e-28,0,2.39887217558376,0,1299.84271418513,708.497511621456,1272.4255828966
SPINK6,12.6909528959463,9.85599731150242,2.81527790576917,4.74276307073652e-12,1.5706306846107e-11,0,0,0,82.8885209045587,33.1803242357156,37.6209929240124
CDH18,690.810891813199,9.85331940141621,0.376390293099428,5.83196261800812e-151,1.80884402055867e-149,4.55419964617319,2.74156820066716,2.93086630402476,2935.0071720296,2552.93318237153,3518.81687149263
POU3F3,3306.03417806774,9.84063781845581,0.374396450017856,1.33151105605536e-150,4.11661200699418e-149,3.64335971693855,3.42696025083394,1.75851978241485,2379.27731596495,3366.82701803585,2603.37271034166
HOXA-AS2,96.9007679650314,9.81498888345842,2.36998621301114,2.57274145567679e-14,9.27978883266503e-14,0,0,0,67.8178807400935,78.0713511428602,50.1613238986832
A2M,976.992991267393,9.81402612601231,0.483088661854085,1.11615870532322e-92,1.79327437420351e-91,4.55419964617319,3.08426422575055,1.75851978241485,3972.99751335714,2199.66031845009,2207.09825154206
UNCX,745.80845142439,9.80837885200986,0.715646062025034,2.23080333401543e-40,1.55849907700428e-39,0,1.37078410033358,0,535.007725838516,839.267024785747,672.997762307333
MEIS1-AS3,27.3516871896001,9.78776910868783,2.45599704658351,7.62521737775799e-14,2.70629425963752e-13,0,0,0,77.2370308428843,52.6981620214307,50.1613238986832
SLC17A6-DT,194.685361462305,9.77852002459686,0.712964290804318,6.16928374839176e-41,4.35832469435715e-40,0.910839929234638,0.685392050166789,0.586173260804951,623.547736804749,770.954592535745,620.328372213716
ALK,455.033976337205,9.76985902494385,0.532114916586782,8.1998440114065e-76,1.03795493815272e-74,1.82167985846928,1.02808807525018,2.93086630402476,1676.60871829676,1625.83588755006,1580.08170280852
IGF1,9.63443705678227,9.76578184295677,2.88148198270719,2.62913544716266e-11,8.44538413466075e-11,0,0,0,67.8178807400935,35.1321080142871,38.4570149889905
GBP3,18.34429498694,9.71791280144893,2.6183646327386,7.5364372708228e-11,2.37451550089309e-10,0,0,0,109.262141192373,29.2767566785726,40.9650811839246
TRAPPC3L,14.4543416759543,9.68264419267103,2.66067803700027,2.81980656201083e-12,9.41450498483928e-12,0,0,0,65.9340507195354,37.0838917928586,45.981213573793
MAB21L1,507.567555934882,9.66114567856647,0.594378795948461,5.43427045712336e-59,5.30440401402145e-58,0.910839929234638,0.685392050166789,2.3446930432198,715.855407812098,1295.98442897148,1170.43089096928
OTOL1,10.1628554787483,9.66102666031355,2.72166602644028,6.00881189967143e-12,1.98197844734385e-11,0,0,0,54.6310705961864,33.1803242357156,52.6693900936174
ASCL1,975.337061136016,9.61570561709581,0.646724311886862,6.34322840150198e-48,5.10273574600714e-47,0,1.02808807525018,1.1723465216099,681.946467442051,929.049078600037,617.820306018782
CCKAR,9.14958788001596,9.5955373406218,2.74888733557101,1.38814227525953e-11,4.51049030616541e-11,0,0,0,50.8634105550701,33.1803242357156,49.3253018337052
COL3A1,1692.94108342016,9.58515568734201,1.20787893162203,5.01858070024038e-17,1.98687836596548e-16,2.73251978770391,2.39887217558376,6.44790586885446,10270.6412720831,499.656647314305,352.801311420739
PHYHIPL,3115.35553016511,9.55578545056652,0.248532484171075,0,0,8.19755936311174,7.53931255183468,7.62025239046436,5344.42576832348,6571.65598245026,5625.59247523732
RXRG,100.305158590428,9.54511717412026,1.28591195359889,1.56889633288163e-16,6.11367826573063e-16,0,0.342696025083394,0,152.59023166521,199.081945414294,193.957119074908
ABCC9,127.069672877349,9.5375094900695,0.83626362843099,2.03630861399655e-28,1.10276283484407e-27,0,0.685392050166789,0.586173260804951,636.734546948656,361.079999035728,322.704517081529
SLC30A4,292.05776567598,9.53392168443149,0.589417066690892,4.98319049315814e-57,4.71646619783245e-56,0.910839929234638,1.02808807525018,1.1723465216099,825.117549004471,784.617078985745,864.446815187307
FAM181A,164.194674118933,9.5264680574081,2.33382767308574,7.8972652919081e-14,2.80113372633727e-13,0,0,0,71.5855407812098,62.4570809142882,35.1129267290783
TMPRSS15,82.0983568872583,9.46721630189935,0.98584616474134,2.8856344037986e-21,1.30044130085718e-20,0,0.342696025083394,0.586173260804951,273.155352980932,228.358702092866,372.865840980212
KCNC2,140.561517002763,9.46452647922645,0.711940828632652,1.32408788508922e-38,8.93612954796077e-38,0,1.37078410033358,0,514.285595612376,556.258376892879,519.169702351371
BBOX1,70.1920328711519,9.39224109336862,1.00867961905012,1.34815126602617e-20,5.96436105488315e-20,1.82167985846928,0,0,401.255794378887,267.394377664296,199.809273529755
TEX26,14.0164641400556,9.361658451964,2.49536688629756,4.94965159721078e-12,1.63839625977757e-11,0,0,0,58.3987306373028,37.0838917928586,40.1290591189466
COL19A1,96.2703348146072,9.33005294792728,0.987575703445537,1.25812378588586e-20,5.57457445235905e-20,0,0.342696025083394,0.586173260804951,201.569812199722,263.490810107153,335.2448480562
LAMP5-AS1,98.4793009242872,9.28132698109549,1.27499262691039,2.95124369413659e-16,1.13765874159193e-15,0,0.342696025083394,0,146.938741603536,160.046269842863,137.107618656401
ZPLD1,152.048157448972,9.25623821029738,0.631508943903297,5.43990018752775e-47,4.29154258537281e-46,0,1.71348012541697,0.586173260804951,450.235374913399,856.833078792891,693.898313931785
SNAP25,4025.58376666997,9.25320522439625,0.16389113966735,0,0,20.038478443162,18.1628893294199,18.1713710849535,11090.1073310258,11255.9370510219,11649.9674754692
DRGX,243.698528422772,9.2444115125585,0.727029753419506,4.83740868339404e-35,3.03384195109055e-34,0,1.37078410033358,0,386.185154214421,587.486917350023,413.830922164137
ST18,1472.06071899324,9.23743375979322,0.9652790713093,6.28716174905299e-21,2.80763305701473e-20,0.910839929234638,0,0.586173260804951,263.736202878141,329.851458578584,192.285074944952
BPIFC,27.4582512792557,9.2273014533459,1.33257893308426,2.27453474697802e-15,8.50677168717599e-15,0,0,0.586173260804951,148.822571624094,121.010594271433,140.451706916313
FAM237A,6.98815361568997,9.22537842554831,2.86151794594045,7.15374982929173e-10,2.15362550658632e-09,0,0,0,41.4442604522794,27.3249729000011,34.2769046641002
ANKRD22,138.477182549001,9.21367002821818,0.698379711087188,3.55774692134569e-40,2.47658811135442e-39,2.73251978770391,1.02808807525018,0,853.374999312843,275.201512778582,914.608139085991
EPHA5,881.143878688851,9.21263558026798,0.492818264117325,1.87330445071927e-77,2.44051343534855e-76,2.73251978770391,4.45504832608413,2.3446930432198,1832.96661000308,2135.25145375723,2256.42355337577
DLX6-AS1,27.6359169392319,9.14786016554344,2.45092448773154,1.68223583379719e-11,5.44838498772822e-11,0,0,0,67.8178807400935,46.8428106857161,12.5403309746708
DCLK2,1840.44157717311,9.13036356419776,0.245956955079642,1.97459483860864e-301,2.77976943299275e-299,4.55419964617319,6.51122447658449,11.1372919552941,4376.13713775659,4496.90982582875,3895.02680073275
SUCNR1,14.7366469581666,9.1288001147465,2.50546660718991,1.66424537096252e-11,5.39312948462544e-11,0,0,0,33.9089403700468,33.1803242357156,45.981213573793
SKOR1,460.751103567434,9.12195984411697,0.696943970596009,2.24986550790519e-38,1.51137594925296e-37,1.82167985846928,1.02808807525018,0,271.271522960374,845.122376121462,472.3524667126
MMP1,28.4822649990359,9.10885496143496,1.35245710240771,2.23575506801745e-14,8.08137815935511e-14,0,0,0.586173260804951,165.777041809117,91.7338375928608,142.123751046269
INHBA-AS1,50.4768590276509,9.10443501558517,1.28771213430358,1.48578558169015e-15,5.5950891921847e-15,0,0,0.586173260804951,154.474061685769,115.155242935719,122.895243551774
CCDC198,47.4693896549415,9.10420961916727,1.31747718713297,6.06958372700354e-15,2.23656833650702e-14,0,0.342696025083394,0,84.7723509251169,175.660540071435,127.075353876664
