"",baseMean,log2FoldChange,lfcSE,pvalue,padj,NCRM_day0-1,NCRM_day0-2,NCRM_day0-3,NCRM_day14-1,NCRM_day14-2,NCRM_day14-3
HOXD8,256.323222739573,10.3244859585249,2.33728298649064,2.3967588551902e-16,1.84106538614252e-15,0,0,0,98.2872566050404,114.56272112349,56.9354186764637
CCDC140,113.123226270256,10.2964778653016,2.38406591388901,5.92116339395699e-16,4.43211342802106e-15,0,0,0,62.8227825722939,75.4870643061754,121.535220636297
HOXC-AS1,124.469661324731,10.2547915320609,2.37748622845501,8.37270680874947e-16,6.21698053595245e-15,0,0,0,84.1014669919418,111.898471795036,55.8405067788394
CDX2,215.903547278178,10.1216315405996,0.683614422762342,1.60686859138595e-48,4.25896694269249e-47,0,0.685392050166789,1.75851978241485,1067.987303729,1311.69875270848,732.496059510658
DLX6-AS1,27.6359169392319,10.0985785278276,2.51223669405774,1.17959498099481e-13,7.68988716820933e-13,0,0,0,102.34033935164,55.9492358975182,61.3150662669609
MUC15,57.2961152446867,9.9686912758345,1.46353479181362,2.33439352507837e-14,1.59035916286245e-13,0,0.342696025083394,0,251.291130289176,254.879852422028,220.077291422485
POU3F3,3306.03417806774,9.8793296592954,0.375315864330172,1.32427143183339e-151,2.81331862197887e-149,3.64335971693855,3.42696025083394,1.75851978241485,2613.2251008701,2806.34262597076,3089.84137509578
PANTR1,873.969893037309,9.87246823495984,0.814898685290982,7.86393737969409e-32,1.2240121771638e-30,1.82167985846928,0.342696025083394,0,614.04203610984,613.665428653732,463.14773269508
HOXA10,235.249334236979,9.84017166737453,2.36363973607464,1.094219495751e-13,7.1483869875001e-13,0,0,0,60.7962411989941,111.010388685552,32.847356928729
MMRN1,500.156669900862,9.83104444509909,0.651527827921782,2.22028794026678e-54,6.90530083280888e-53,5.46503957540783,0.685392050166789,0,1563.4766695008,1328.57233178869,1572.2934849885
LRRC53,60.4911427029567,9.80693025672157,2.43592118514105,3.85200885450888e-14,2.58753092978475e-13,0,0,0,50.6635343324951,84.3678954010196,44.8913878025964
NEUROD4,1155.86191570761,9.71603941353118,0.807609636249109,2.82195777299837e-31,4.29388107285646e-30,0.910839929234638,0.342696025083394,0.586173260804951,564.391772463995,409.406313472316,533.222094143035
ADCYAP1,799.63297361836,9.48916216824935,2.26341910791607,3.67739725964881e-14,2.47441890077433e-13,0,0,0,69.9156773788432,44.4041554742208,51.4608591883422
NTRK2,13296.5055750283,9.47583258875941,0.356566215453455,2.76165716375498e-154,6.29974744813943e-152,1.82167985846928,3.08426422575055,4.68938608643961,2591.94641645045,2358.74873879061,2325.59287055402
ELF5,11.183214968148,9.46073030644988,2.66235162084045,1.21940176241826e-11,6.97552950628986e-11,0,0,0,51.676805019145,48.8445710216429,28.4677093382318
FOXD2,130.806147465,9.41155521696446,0.754447435331852,2.86465283765143e-35,4.97338044116278e-34,1.82167985846928,0.342696025083394,0.586173260804951,485.356658905303,426.27989255252,670.086081346072
FAP,16.3119711513397,9.40677802074836,2.52156278135011,1.56570806927942e-11,8.88351795474948e-11,0,0,0,46.6104515858955,40.8518230362832,54.7455948812151
PRRX1,109.408681244217,9.35614865501041,1.37008712921952,1.22901944254983e-12,7.5123239811469e-12,0,0.342696025083394,0.586173260804951,307.02101805492,293.955509239342,332.853216877788
